Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.07,0.02,0.02,0.05,0.03,0.03,0.07,0.02,0.02,0.03,0.04,0.04,0.03,0.02,0.01,0,0.14,0.1,0,0.12,0.07,0.02,0.1,0.09
ADGRE3,0.08,0.07,0.09,0.09,0.09,0.09,0.08,0.06,0.07,0.07,0.07,0.07,0.03,0.02,0.02,0.04,0.08,0.06,0.01,0.06,0.07,0.04,0.06,0.05
ADGRE5,0.07,0.04,0.04,0.02,0.02,0.02,0.07,0.04,0.03,0.01,0.03,0.03,0.01,0.01,0.01,0.03,0.08,0.08,0.01,0.1,0.07,0.06,0.1,0.08
CLEC17A,0.08,0.09,0.09,0.07,0.06,0.05,0.06,0.07,0.05,0.03,0.05,0.05,0.04,0.01,0.01,0.01,0.1,0.03,0,0.1,0.05,0.05,0.09,0.07
DDX39A,0,0.01,0,0.02,0,0,0,0,0,0.04,0.04,0.04,0.04,0.02,0.01,0.04,0.08,0.06,0.05,0.1,0.07,0.07,0.04,0.06
DNAJB1,0.1,0.07,0.07,0.04,0.04,0.04,0.06,0.04,0.04,0.01,0,0,0.02,0,0,0.02,0.12,0.11,0.02,0.14,0.1,0.02,0.11,0.09
GIPC1,0.08,0.06,0.07,0.04,0.03,0.02,0.04,0.04,0.05,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.1,0.04,0.01,0.1,0.06,0.03,0.11,0.06
NDUFB7,0.043956043956044,0.0222222222222222,0.0224719101123595,0.0112359550561798,0,0,0.021978021978022,0.0111111111111111,0.0112359550561798,0.010752688172043,0.0108695652173913,0.0108695652173913,0,0,0,0.05,0.09,0.09,0.03,0.1,0.08,0.06,0.08,0.07
PKN1,0.03,0.03,0.04,0.04,0.02,0.03,0.03,0.03,0.04,0.01,0.02,0.02,0.02,0,0,0.02,0.11,0.08,0.01,0.13,0.09,0.03,0.12,0.07
PTGER1,0.03,0.05,0.05,0.02,0.03,0.03,0.04,0.03,0.03,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.13,0.07,0.01,0.11,0.07,0.01,0.13,0.09
TECR,0.1,0.1,0.1,0.03,0.05,0.06,0.08,0.06,0.06,0.03,0.03,0.03,0.03,0.02,0.01,0.02,0.15,0.1,0.01,0.14,0.11,0.03,0.09,0.09
ZNF333,0.07,0.04,0.04,0.06,0.02,0.01,0.06,0.03,0.03,0.02,0.03,0.03,0.04,0.02,0.02,0.02,0.09,0.06,0.01,0.13,0.06,0.04,0.09,0.08
