Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.08,0.06,0.07,0.05,0.07,0.08,0.07,0.05,0.06,0.04,0.05,0.05,0,0,0,0.04,0.07,0.02,0,0.09,0.02,0.07,0.11,0.04
ADGRE3,0.07,0.1,0.09,0.08,0.09,0.09,0.05,0.04,0.04,0.04,0.04,0.04,0,0,0,0.01,0.1,0.07,0.01,0.08,0.04,0.04,0.14,0.1
ADGRE5,0.04,0.03,0.03,0.02,0.02,0.02,0.03,0.01,0.01,0.03,0.03,0.03,0,0,0,0.02,0.07,0.04,0,0.08,0.03,0.03,0.11,0.05
CLEC17A,0.07,0.04,0.07,0.06,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0,0,0,0.04,0.11,0.08,0.04,0.1,0.07,0.07,0.17,0.11
DDX39A,0.08,0.06,0.06,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0,0,0,0.01,0.05,0.04,0.01,0.06,0.05,0.02,0.1,0.07
DNAJB1,0.09,0.07,0.09,0.04,0.06,0.06,0.05,0.01,0.02,0.04,0.04,0.04,0.01,0.01,0.01,0.03,0.09,0.05,0.02,0.09,0.03,0.05,0.1,0.08
GIPC1,0.05,0.04,0.04,0.04,0.04,0.04,0.02,0.02,0.02,0.03,0.03,0.03,0,0,0,0.02,0.07,0.03,0.03,0.1,0.05,0.04,0.12,0.06
NDUFB7,0.0574712643678161,0.043010752688172,0.0425531914893617,0.0123456790123457,0,0,0.0117647058823529,0.0111111111111111,0.010989010989011,0,0,0,0,0,0,0.03,0.11,0.05,0.03,0.12,0.06,0.03,0.12,0.08
PKN1,0.02,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.02,0.02,0,0.01,0.01,0.02,0.1,0.04,0,0.07,0.02,0.07,0.11,0.06
PTGER1,0.05,0.02,0.03,0.05,0.02,0.02,0.03,0,0,0.01,0.01,0.01,0,0,0,0.01,0.08,0.03,0.02,0.09,0.02,0.01,0.1,0.06
TECR,0.1,0.07,0.09,0.05,0.03,0.03,0.06,0.03,0.04,0.02,0.02,0.02,0,0,0,0.03,0.09,0.05,0.02,0.11,0.06,0.04,0.1,0.07
ZNF333,0.04,0.01,0.03,0.03,0.01,0.01,0.04,0.01,0.01,0,0.01,0.01,0,0,0,0.03,0.05,0.03,0.01,0.04,0.01,0.06,0.08,0.05
