Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.08,0.03,0.03,0.09,0.03,0.02,0.08,0.03,0.03,0.07,0.07,0.07,0.02,0.04,0.04,0.02,0.59,0.39,0,0.55,0.34,0.04,0.38,0.3
ADGRE3,0.14,0.08,0.07,0.09,0.04,0.04,0.13,0.08,0.07,0.04,0.03,0.03,0.05,0.02,0,0.03,0.54,0.27,0.02,0.5,0.3,0.03,0.38,0.23
ADGRE5,0.11,0.05,0.06,0.11,0.07,0.04,0.1,0.05,0.06,0.03,0.02,0.02,0.05,0.06,0.04,0.03,0.52,0.25,0.04,0.6,0.32,0.03,0.27,0.16
CLEC17A,0.15,0.07,0.09,0.11,0.08,0.09,0.15,0.06,0.09,0.06,0.06,0.06,0.04,0.01,0.01,0.03,0.37,0.14,0.02,0.45,0.18,0.04,0.2,0.13
DDX39A,0.1,0.09,0.06,0.06,0.04,0.03,0.1,0.07,0.05,0.03,0.05,0.05,0.09,0.08,0.07,0.04,0.34,0.17,0.04,0.33,0.15,0.04,0.26,0.17
DNAJB1,0.12,0.05,0.05,0.11,0.04,0.03,0.12,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.03,0.05,0.27,0.22,0.04,0.29,0.22,0.03,0.18,0.14
GIPC1,0.09,0.05,0.05,0.09,0.01,0.01,0.09,0.04,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.35,0.2,0.03,0.32,0.21,0.07,0.19,0.18
NDUFB7,0.177777777777778,0.0978260869565217,0.0879120879120879,0.113636363636364,0.0652173913043478,0.0659340659340659,0.133333333333333,0.0543478260869565,0.0549450549450549,0.021978021978022,0.0210526315789474,0.0210526315789474,0.03,0.02,0,0.04,0.25,0.14,0.05,0.21,0.11,0.06,0.2,0.12
PKN1,0.1,0.04,0.04,0.08,0.06,0.05,0.1,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.03,0.03,0.59,0.37,0.02,0.63,0.37,0.06,0.46,0.34
PTGER1,0.08,0.08,0.07,0.06,0.05,0.04,0.08,0.08,0.07,0.03,0.03,0.03,0.07,0.06,0.06,0.05,0.4,0.26,0.05,0.39,0.22,0.05,0.26,0.18
TECR,0.13,0.11,0.09,0.09,0.07,0.07,0.13,0.1,0.08,0.05,0.05,0.05,0.04,0.04,0.03,0.05,0.32,0.17,0.02,0.3,0.12,0.05,0.2,0.15
ZNF333,0.15,0.05,0.04,0.13,0.03,0.03,0.15,0.06,0.05,0.04,0.04,0.04,0.01,0.02,0.02,0.01,0.45,0.25,0.02,0.46,0.26,0,0.32,0.2
