Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.07,0.05,0.04,0.08,0.02,0.01,0.07,0.04,0.04,0.01,0.01,0.01,0,0,0.02,0.03,0.29,0.27,0,0.33,0.29,0.06,0.28,0.27
ADGRE3,0.11,0.06,0.06,0.11,0.02,0.02,0.11,0.05,0.05,0.03,0.03,0.03,0,0.01,0.01,0.03,0.32,0.3,0,0.28,0.26,0.06,0.31,0.29
ADGRE5,0.09,0.07,0.05,0.06,0.04,0.03,0.09,0.07,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3,0.27,0,0.32,0.27,0.04,0.3,0.23
CLEC17A,0.12,0.09,0.09,0.07,0.07,0.06,0.09,0.06,0.05,0.02,0.02,0.02,0,0,0,0.05,0.24,0.27,0.02,0.23,0.22,0.05,0.27,0.25
DDX39A,0.08,0.05,0.05,0.04,0.04,0.03,0.05,0.04,0.04,0.01,0.01,0.01,0,0.01,0.01,0,0.16,0.14,0,0.2,0.15,0.03,0.12,0.09
DNAJB1,0.09,0.06,0.05,0.05,0.03,0.03,0.09,0.04,0.04,0,0,0,0,0,0,0.02,0.14,0.14,0.01,0.17,0.16,0.04,0.15,0.13
GIPC1,0.09,0.03,0.03,0.05,0.01,0.01,0.09,0.03,0.03,0,0,0,0,0,0,0,0.18,0.14,0,0.24,0.19,0.01,0.2,0.17
NDUFB7,0.0697674418604651,0.0425531914893617,0.0537634408602151,0.0470588235294118,0.021978021978022,0.0224719101123595,0.0348837209302326,0.032258064516129,0.0217391304347826,0,0,0,0,0,0,0.02,0.17,0.17,0.02,0.18,0.2,0.06,0.12,0.1
PKN1,0.1,0.02,0.01,0.02,0.02,0.01,0.1,0.02,0.01,0.02,0.02,0.02,0.02,0,0,0.02,0.38,0.38,0,0.3,0.36,0.06,0.35,0.33
PTGER1,0.1,0.06,0.04,0.06,0.04,0.02,0.1,0.04,0.03,0.01,0.02,0.02,0,0.01,0.01,0,0.22,0.24,0,0.24,0.19,0.02,0.25,0.21
TECR,0.09,0.12,0.12,0.07,0.09,0.08,0.05,0.06,0.07,0,0,0,0,0,0,0.01,0.21,0.19,0.01,0.21,0.19,0.01,0.21,0.18
ZNF333,0.14,0.07,0.07,0.07,0.06,0.04,0.13,0.07,0.07,0.01,0.01,0.01,0,0.01,0,0.02,0.27,0.26,0,0.33,0.26,0.03,0.24,0.27
