Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.1,0.08,0.07,0.05,0.06,0.05,0.08,0.07,0.06,0.06,0.06,0.06,0.04,0.03,0.03,0,0.38,0.22,0,0.38,0.2,0.04,0.31,0.22
ADGRE3,0.1,0.08,0.08,0.06,0.04,0.04,0.09,0.07,0.07,0.06,0.06,0.06,0.01,0.01,0.01,0.04,0.24,0.14,0.01,0.31,0.18,0.05,0.19,0.14
ADGRE5,0.09,0.07,0.07,0.1,0.05,0.06,0.09,0.07,0.07,0.01,0.01,0.01,0.04,0.01,0.01,0.03,0.35,0.24,0.02,0.4,0.26,0.03,0.29,0.25
CLEC17A,0.17,0.1,0.1,0.11,0.07,0.07,0.13,0.08,0.08,0.03,0.03,0.03,0.02,0.01,0.01,0.02,0.19,0.09,0,0.19,0.12,0.03,0.18,0.13
DDX39A,0.13,0.07,0.08,0.08,0.07,0.06,0.1,0.07,0.06,0.08,0.08,0.08,0.01,0.04,0.04,0.02,0.22,0.13,0.03,0.19,0.11,0,0.21,0.14
DNAJB1,0.09,0.09,0.1,0.06,0.04,0.05,0.05,0.07,0.07,0.02,0.02,0.02,0.01,0.01,0.01,0.03,0.23,0.12,0.02,0.24,0.16,0.03,0.16,0.12
GIPC1,0.11,0.06,0.06,0.11,0.0505050505050505,0.0606060606060606,0.11,0.06,0.06,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.24,0.15,0.03,0.29,0.21,0.05,0.17,0.14
NDUFB7,0.134831460674157,0.0898876404494382,0.0909090909090909,0.0731707317073171,0.0454545454545455,0.0459770114942529,0.0898876404494382,0.0337078651685393,0.0454545454545455,0.021505376344086,0.010989010989011,0.0111111111111111,0.02,0.01,0.01,0.03,0.18,0.14,0.02,0.19,0.12,0.02,0.16,0.11
PKN1,0.13,0.08,0.09,0.08,0.05,0.03,0.14,0.07,0.08,0.05,0.05,0.05,0.01,0.01,0.01,0.03,0.34,0.18,0.01,0.29,0.18,0.05,0.29,0.18
PTGER1,0.06,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.02,0.06,0.22,0.16,0.04,0.19,0.15,0.06,0.22,0.15
TECR,0.09,0.07,0.08,0.07,0.04,0.04,0.07,0.04,0.06,0.04,0.03,0.03,0.03,0.02,0.01,0.01,0.15,0.12,0,0.17,0.11,0.05,0.17,0.13
ZNF333,0.1,0.05,0.05,0.06,0.06,0.05,0.09,0.05,0.05,0.03,0.02,0.02,0.02,0.04,0.06,0.04,0.25,0.16,0.02,0.24,0.19,0.03,0.26,0.21
