Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.17,0.09,0.09,0.1,0.1,0.09,0.17,0.09,0.08,0.04,0.04,0.04,0.09,0.08,0.09,0.04,0.55,0.53,0,0.49,0.49,0.04,0.45,0.39
ADGRE3,0.13,0.04,0.05,0.1,0.03,0.05,0.13,0.04,0.05,0.04,0.04,0.04,0.07,0.05,0.05,0.02,0.54,0.45,0,0.49,0.48,0.03,0.42,0.33
ADGRE5,0.16,0.08,0.08,0.12,0.01,0.01,0.15,0.08,0.09,0.04,0.04,0.04,0.06,0.04,0.05,0.01,0.58,0.52,0.01,0.55,0.48,0.07,0.4,0.33
CLEC17A,0.09,0.02,0.02,0.07,0.04,0.05,0.09,0.02,0.02,0.02,0.01,0.01,0.04,0.04,0.06,0.01,0.37,0.3,0,0.36,0.3,0.03,0.25,0.2
DDX39A,0.07,0.09,0.11,0.05,0.05,0.04,0.07,0.09,0.1,0.02,0.02,0.02,0.03,0.02,0.04,0.02,0.35,0.27,0.02,0.37,0.31,0.04,0.25,0.21
DNAJB1,0.15,0.11,0.09,0.08,0.05,0.06,0.12,0.07,0.06,0.04,0.04,0.04,0.03,0,0,0.02,0.28,0.21,0,0.22,0.19,0.04,0.23,0.19
GIPC1,0.09,0.06,0.05,0.07,0.03,0.02,0.08,0.06,0.04,0.03,0.03,0.03,0.02,0,0.01,0.04,0.29,0.29,0.03,0.27,0.29,0.06,0.22,0.22
NDUFB7,0.105263157894737,0.114583333333333,0.103092783505155,0.0537634408602151,0.0729166666666667,0.0721649484536082,0.0842105263157895,0.09375,0.0824742268041237,0.0105263157894737,0.0102040816326531,0.0102040816326531,0.02,0,0.01,0.02,0.25,0.18,0.02,0.24,0.19,0.04,0.19,0.17
PKN1,0.12,0.03,0.04,0.07,0.03,0.03,0.11,0.03,0.04,0.01,0.01,0.01,0.04,0.03,0.04,0.01,0.53,0.42,0,0.53,0.41,0.01,0.39,0.29
PTGER1,0.12,0.09,0.12,0.14,0.05,0.06,0.12,0.07,0.11,0.03,0.03,0.03,0.04,0.02,0.02,0.02,0.36,0.32,0.01,0.38,0.33,0.04,0.22,0.22
TECR,0.09,0.04,0.06,0.05,0.02,0.02,0.09,0.04,0.05,0.01,0.01,0.01,0.03,0,0.01,0.03,0.31,0.27,0.02,0.33,0.28,0.04,0.21,0.18
ZNF333,0.11,0.06,0.05,0.09,0.04,0.04,0.1,0.05,0.05,0.04,0.04,0.04,0.05,0.03,0.03,0.01,0.52,0.48,0.02,0.52,0.41,0.03,0.42,0.37
