Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.05,0.04,0.05,0.04,0.02,0.02,0.05,0.04,0.05,0.03,0.04,0.04,0.03,0.02,0.01,0,0.05,0.04,0.01,0.1,0.03,0.01,0.09,0.05
ADGRE3,0.06,0.04,0.04,0.02,0.02,0.02,0.04,0.04,0.03,0.05,0.04,0.04,0.01,0.02,0.02,0.06,0.05,0.06,0.03,0.06,0.04,0.04,0.06,0.05
ADGRE5,0.07,0.03,0.02,0.03,0.02,0.02,0.07,0.03,0.02,0.03,0.04,0.04,0.04,0.02,0.02,0.06,0.05,0.02,0.03,0.06,0.03,0.06,0.05,0.06
CLEC17A,0.1,0.08,0.08,0.05,0.07,0.07,0.06,0.04,0.04,0.01,0.01,0.01,0.02,0.03,0.03,0.01,0.14,0.09,0.02,0.12,0.11,0.05,0.09,0.1
DDX39A,0.05,0.01,0.01,0,0.03,0.03,0.02,0.01,0,0.01,0.01,0.01,0.02,0,0,0.03,0.12,0.07,0.01,0.13,0.1,0.02,0.06,0.05
DNAJB1,0.07,0.06,0.05,0.03,0.04,0.03,0.07,0.06,0.05,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.02,0.03,0.07,0.05,0.01,0.06,0.07
GIPC1,0.06,0.07,0.06,0.04,0.02,0.02,0.06,0.03,0.05,0.04,0.05,0.05,0.02,0.01,0.01,0.03,0.07,0.05,0.03,0.09,0.12,0.05,0.07,0.06
NDUFB7,0.0729166666666667,0.0217391304347826,0.010989010989011,0.043956043956044,0.032967032967033,0.0224719101123595,0.0208333333333333,0,0,0,0,0,0.01,0.02,0.01,0.03,0.11,0.06,0.02,0.11,0.08,0.01,0.07,0.08
PKN1,0.08,0.05,0.04,0.07,0.05,0.05,0.07,0.04,0.04,0.08,0.09,0.09,0.04,0.03,0.03,0.04,0.08,0.06,0.01,0.1,0.09,0.05,0.06,0.06
PTGER1,0.08,0.05,0.05,0.05,0.03,0.03,0.07,0.04,0.04,0.03,0.02,0.02,0.03,0.02,0.01,0.05,0.04,0.04,0.02,0.04,0.02,0.04,0.06,0.07
TECR,0.0303030303030303,0.02,0.02,0.0404040404040404,0.02,0.02,0.0101010101010101,0,0,0.01,0.01,0.01,0,0,0,0.04,0.07,0.06,0.02,0.08,0.06,0.03,0.1,0.08
ZNF333,0.06,0.05,0.04,0.05,0.04,0.03,0.05,0.05,0.04,0.03,0.04,0.04,0.03,0.01,0.01,0,0.06,0.04,0,0.1,0.07,0.03,0.07,0.04
