Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.13,0.08,0.07,0.09,0.08,0.08,0.13,0.07,0.07,0.03,0.03,0.03,0.05,0.02,0.04,0.02,0.45,0.22,0.01,0.45,0.31,0.03,0.32,0.23
ADGRE3,0.11,0.05,0.06,0.07,0.02,0.04,0.1,0.05,0.05,0.01,0.01,0.01,0.04,0.03,0.03,0.05,0.37,0.24,0.04,0.42,0.27,0.04,0.24,0.16
ADGRE5,0.15,0.08,0.1,0.09,0.05,0.05,0.15,0.09,0.09,0.01,0.01,0.01,0.03,0.02,0.02,0,0.42,0.24,0.01,0.42,0.24,0.03,0.29,0.19
CLEC17A,0.07,0.07,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.03,0.04,0.04,0.03,0.03,0.03,0.04,0.28,0.18,0.04,0.28,0.2,0.05,0.2,0.14
DDX39A,0.08,0.03,0.03,0.07,0.03,0.04,0.09,0.03,0.03,0,0,0,0.04,0.04,0.04,0.04,0.31,0.19,0.04,0.33,0.27,0.01,0.23,0.12
DNAJB1,0.09,0.07,0.07,0.04,0.05,0.05,0.07,0.07,0.07,0.05,0.05,0.05,0.03,0.03,0.03,0.04,0.27,0.17,0.04,0.31,0.22,0.02,0.16,0.13
GIPC1,0.11,0.06,0.08,0.08,0.04,0.04,0.1,0.05,0.07,0.04,0.04,0.04,0.03,0.02,0.02,0.03,0.3,0.21,0.04,0.3,0.19,0.03,0.27,0.18
NDUFB7,0.1,0.0842105263157895,0.0957446808510638,0.0561797752808989,0.0434782608695652,0.0537634408602151,0.0888888888888889,0.0526315789473684,0.0531914893617021,0.0212765957446809,0.0208333333333333,0.0210526315789474,0.02,0.02,0.02,0.05,0.29,0.19,0.03,0.26,0.2,0.03,0.2,0.18
PKN1,0.13,0.09,0.09,0.1,0.06,0.07,0.13,0.09,0.09,0.05,0.05,0.05,0.07,0.05,0.05,0.03,0.54,0.33,0.02,0.48,0.29,0.02,0.4,0.27
PTGER1,0.06,0.03,0.05,0.03,0.02,0.02,0.05,0.03,0.04,0.04,0.03,0.03,0.02,0.04,0.04,0.02,0.26,0.18,0.03,0.24,0.15,0.05,0.22,0.19
TECR,0.06,0.05,0.05,0.03,0.02,0.03,0.06,0.04,0.05,0.04,0.04,0.04,0.04,0.02,0.02,0.04,0.2,0.12,0.06,0.21,0.12,0.03,0.16,0.12
ZNF333,0.12,0.03,0.04,0.11,0.06,0.05,0.12,0.03,0.04,0.05,0.05,0.05,0.02,0.03,0.03,0.05,0.5,0.28,0,0.44,0.29,0.07,0.4,0.25
