Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.08,0.09,0.1,0.09,0.09,0.09,0.08,0.09,0.1,0.02,0.03,0.03,0.03,0.01,0.01,0.06,0.19,0.14,0.03,0.25,0.12,0.05,0.2,0.18
ADGRE3,0.08,0.08,0.07,0.05,0.06,0.06,0.08,0.06,0.07,0.04,0.03,0.03,0.03,0,0.01,0.02,0.19,0.16,0.01,0.19,0.16,0.04,0.18,0.11
ADGRE5,0.02,0.06,0.07,0.05,0.03,0.06,0.02,0.06,0.07,0.04,0.05,0.05,0.05,0.03,0.03,0.04,0.23,0.14,0.02,0.25,0.18,0.06,0.19,0.14
CLEC17A,0.08,0.07,0.07,0.07,0.04,0.03,0.06,0.04,0.05,0.02,0.02,0.02,0.05,0.02,0.01,0.05,0.11,0.08,0.02,0.12,0.09,0.06,0.14,0.11
DDX39A,0.08,0.06,0.06,0.04,0.04,0.04,0.06,0.05,0.04,0.05,0.05,0.05,0.03,0.02,0.02,0.02,0.12,0.1,0.02,0.16,0.12,0.03,0.09,0.08
DNAJB1,0.1,0.08,0.08,0.06,0.06,0.06,0.09,0.07,0.07,0.04,0.05,0.05,0.01,0,0,0.02,0.11,0.07,0,0.14,0.1,0.05,0.11,0.04
GIPC1,0.09,0.02,0.02,0.05,0.01,0.02,0.07,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.12,0.12,0.02,0.15,0.1,0.04,0.14,0.09
NDUFB7,0.10989010989011,0.0760869565217391,0.0652173913043478,0.0697674418604651,0.0561797752808989,0.0459770114942529,0.0659340659340659,0.0543478260869565,0.0326086956521739,0.0106382978723404,0.0106382978723404,0.0106382978723404,0.01,0.01,0.01,0.01,0.1,0.09,0.01,0.16,0.09,0.06,0.1,0.07
PKN1,0.07,0.04,0.04,0.03,0.04,0.03,0.07,0.03,0.04,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.23,0.11,0,0.18,0.13,0.05,0.21,0.14
PTGER1,0.07,0.05,0.03,0.05,0.05,0.03,0.03,0.01,0.01,0.05,0.04,0.04,0.03,0.02,0.02,0.05,0.16,0.13,0.02,0.18,0.12,0.07,0.15,0.11
TECR,0.12,0.07,0.08,0.07,0.07,0.07,0.09,0.03,0.04,0.01,0.01,0.01,0.03,0.03,0.02,0.05,0.15,0.12,0.06,0.17,0.09,0.03,0.15,0.13
ZNF333,0.09,0.05,0.05,0.08,0.04,0.04,0.08,0.03,0.03,0.05,0.05,0.05,0.01,0.01,0.01,0,0.17,0.1,0,0.15,0.08,0.05,0.15,0.1
