Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.06,0.04,0.04,0.06,0.05,0.06,0.06,0.03,0.04,0.03,0.04,0.04,0.04,0,0,0.02,0.29,0.17,0,0.3,0.2,0.03,0.3,0.17
ADGRE3,0.07,0.04,0.04,0.06,0.02,0.02,0.07,0.04,0.04,0.03,0.04,0.04,0.02,0.02,0.02,0.04,0.27,0.17,0,0.26,0.19,0.05,0.27,0.21
ADGRE5,0.08,0.05,0.08,0.04,0.03,0.03,0.08,0.04,0.06,0.05,0.03,0.03,0.01,0.01,0.01,0.01,0.24,0.14,0.01,0.21,0.16,0.03,0.22,0.19
CLEC17A,0.09,0.07,0.08,0.09,0.05,0.05,0.07,0.05,0.06,0.04,0.04,0.04,0.01,0.02,0.02,0.02,0.15,0.12,0.03,0.14,0.09,0.02,0.14,0.11
DDX39A,0.07,0.04,0.03,0.05,0.02,0.02,0.06,0.03,0.03,0.04,0.03,0.03,0.03,0.01,0,0.03,0.21,0.17,0.03,0.19,0.15,0.03,0.21,0.13
DNAJB1,0.11,0.08,0.09,0.1,0.06,0.05,0.07,0.08,0.09,0.05,0.05,0.05,0.03,0.01,0.01,0.01,0.19,0.14,0.02,0.21,0.15,0.04,0.18,0.15
GIPC1,0.09,0.09,0.07,0.05,0.05,0.07,0.09,0.07,0.06,0.02,0.02,0.02,0.01,0.03,0.03,0.03,0.2,0.13,0.03,0.19,0.17,0.02,0.16,0.09
NDUFB7,0.116279069767442,0.0795454545454545,0.0689655172413793,0.125,0.0697674418604651,0.0588235294117647,0.0697674418604651,0.0340909090909091,0.0344827586206897,0,0,0,0.01,0,0,0.02,0.15,0.15,0.01,0.16,0.15,0.04,0.1,0.06
PKN1,0.08,0.05,0.05,0.07,0.07,0.07,0.08,0.05,0.05,0.05,0.04,0.04,0,0.01,0.01,0,0.4,0.22,0.01,0.36,0.25,0.02,0.36,0.25
PTGER1,0.14,0.08,0.07,0.1,0.02,0.02,0.12,0.08,0.07,0.04,0.04,0.04,0.06,0.04,0.04,0.02,0.21,0.19,0.02,0.26,0.2,0.02,0.22,0.15
TECR,0.06,0.07,0.07,0.03,0.04,0.03,0.06,0.05,0.05,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.16,0.14,0.01,0.16,0.1,0.03,0.17,0.13
ZNF333,0.06,0.05,0.04,0.04,0.07,0.08,0.07,0.06,0.04,0.07,0.07,0.07,0.03,0.03,0.03,0.02,0.3,0.18,0,0.3,0.14,0.04,0.25,0.21
