Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.08,0.04,0.04,0.08,0.07,0.07,0.06,0.04,0.04,0.01,0.02,0.02,0,0,0,0.02,0.09,0.08,0,0.07,0.06,0.04,0.14,0.11
ADGRE3,0.1,0.08,0.08,0.07,0.06,0.06,0.09,0.07,0.07,0.04,0.04,0.04,0,0,0,0.02,0.1,0.07,0.01,0.07,0.06,0.07,0.15,0.15
ADGRE5,0.05,0.04,0.04,0.05,0.03,0.03,0.05,0.02,0.02,0.03,0.04,0.04,0,0,0,0.04,0.13,0.1,0.02,0.07,0.07,0.03,0.21,0.17
CLEC17A,0.1,0.08,0.08,0.08,0.04,0.04,0.06,0.05,0.06,0.02,0.02,0.02,0,0,0,0.02,0.09,0.06,0,0.06,0.04,0.04,0.11,0.06
DDX39A,0.09,0.04,0.04,0.04,0.05,0.04,0.06,0.03,0.03,0.02,0.03,0.03,0,0,0,0,0.13,0.1,0,0.08,0.1,0,0.17,0.15
DNAJB1,0.06,0.04,0.05,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0,0,0,0.03,0.13,0.07,0.01,0.13,0.09,0.04,0.15,0.11
GIPC1,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0,0,0,0,0.05,0.05,0,0.07,0.06,0.02,0.06,0.07
NDUFB7,0.0813953488372093,0.0581395348837209,0.0714285714285714,0.0246913580246914,0.0365853658536585,0.0512820512820513,0.0121951219512195,0,0,0,0,0,0,0,0,0,0.07,0.04,0,0.06,0.02,0,0.09,0.07
PKN1,0.05,0.04,0.04,0.04,0.01,0,0.05,0.05,0.04,0.04,0.04,0.04,0,0,0,0.01,0.12,0.1,0,0.08,0.08,0.05,0.13,0.13
PTGER1,0.05,0.05,0.05,0.01,0.03,0.03,0,0.03,0.03,0.01,0.01,0.01,0,0,0,0.01,0.08,0.06,0,0.07,0.05,0.04,0.12,0.08
TECR,0.04,0.06,0.06,0.04,0.04,0.04,0.03,0,0,0.01,0.01,0.01,0,0,0,0.04,0.11,0.09,0,0.12,0.09,0.04,0.13,0.13
ZNF333,0.06,0.03,0.03,0.03,0.05,0.05,0.03,0.01,0.01,0.05,0.05,0.05,0,0,0,0.01,0.14,0.11,0,0.12,0.07,0.04,0.17,0.16
