Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.12,0.07,0.06,0.12,0.05,0.04,0.11,0.07,0.06,0.07,0.07,0.07,0.03,0.02,0.02,0.02,0.31,0.15,0,0.35,0.19,0.02,0.27,0.18
ADGRE3,0.08,0.03,0.03,0.08,0.03,0.02,0.07,0.03,0.03,0.06,0.05,0.05,0.03,0.01,0.02,0.05,0.24,0.16,0.03,0.23,0.18,0.05,0.22,0.12
ADGRE5,0.11,0.09,0.09,0.1,0.05,0.06,0.11,0.07,0.09,0.05,0.05,0.05,0.03,0.02,0.02,0.02,0.29,0.2,0.02,0.25,0.17,0.01,0.31,0.23
CLEC17A,0.12,0.07,0.08,0.05,0.03,0.03,0.11,0.05,0.07,0.05,0.06,0.06,0.01,0.01,0.01,0.03,0.17,0.12,0.01,0.17,0.13,0.05,0.18,0.14
DDX39A,0.09,0.05,0.04,0.04,0.02,0.02,0.08,0.04,0.04,0.03,0.03,0.03,0.04,0.03,0.03,0.05,0.19,0.11,0.04,0.27,0.15,0.03,0.18,0.11
DNAJB1,0.1,0.07,0.05,0.04,0.02,0.01,0.07,0.03,0.05,0.03,0.04,0.04,0.01,0.01,0.01,0.04,0.19,0.16,0.01,0.2,0.13,0.07,0.2,0.15
GIPC1,0.12,0.08,0.09,0.06,0.04,0.05,0.11,0.07,0.08,0.04,0.04,0.04,0.04,0.02,0.02,0.04,0.21,0.15,0.03,0.24,0.17,0.08,0.14,0.09
NDUFB7,0.108695652173913,0.0752688172043011,0.0638297872340425,0.0568181818181818,0.0326086956521739,0.032258064516129,0.043956043956044,0.0108695652173913,0.021505376344086,0.0210526315789474,0.0212765957446809,0.0210526315789474,0.02,0.02,0.02,0.02,0.15,0.09,0.02,0.12,0.09,0.03,0.13,0.11
PKN1,0.05,0.05,0.06,0.09,0.01,0.02,0.05,0.05,0.04,0.08,0.07,0.07,0.03,0.03,0.04,0.06,0.4,0.23,0.03,0.35,0.2,0.04,0.32,0.25
PTGER1,0.03,0.05,0.04,0.03,0.01,0.01,0.02,0.03,0.04,0.03,0.02,0.02,0.01,0.03,0.04,0.01,0.21,0.13,0.03,0.25,0.13,0.05,0.13,0.1
TECR,0.13,0.1,0.1,0.09,0.06,0.06,0.07,0.06,0.07,0.02,0.02,0.02,0.04,0.02,0.02,0.05,0.24,0.13,0.02,0.23,0.14,0.04,0.18,0.12
ZNF333,0.06,0.02,0.02,0.05,0.03,0.03,0.06,0.02,0.02,0.04,0.03,0.03,0.05,0.04,0.03,0.05,0.29,0.17,0,0.32,0.19,0.07,0.27,0.2
