Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.16,0.03,0.02,0.13,0.07,0.07,0.15,0.03,0.02,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.62,0.27,0.02,0.6,0.27,0.03,0.34,0.2
ADGRE3,0.16,0.11,0.1,0.13,0.11,0.12,0.15,0.11,0.1,0.07,0.05,0.05,0.03,0.05,0.04,0.05,0.45,0.17,0.03,0.44,0.19,0.04,0.28,0.11
ADGRE5,0.14,0.08,0.07,0.08,0.02,0.03,0.14,0.08,0.07,0.01,0.01,0.01,0.03,0.03,0.03,0.02,0.6,0.32,0.01,0.62,0.38,0.04,0.44,0.24
CLEC17A,0.12,0.07,0.09,0.04,0.05,0.06,0.12,0.07,0.09,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.39,0.18,0.04,0.41,0.18,0.02,0.28,0.11
DDX39A,0.07,0.08,0.08,0.04,0.04,0.04,0.07,0.08,0.08,0.03,0.02,0.02,0.07,0.06,0.04,0.06,0.47,0.31,0.06,0.49,0.28,0.02,0.35,0.16
DNAJB1,0.14,0.11,0.11,0.1,0.04,0.05,0.12,0.1,0.1,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.46,0.27,0.04,0.46,0.26,0.03,0.29,0.18
GIPC1,0.12,0.07,0.07,0.09,0.07,0.05,0.11,0.06,0.06,0.05,0.05,0.05,0.03,0.03,0.02,0.02,0.36,0.18,0.04,0.44,0.23,0.04,0.18,0.11
NDUFB7,0.134020618556701,0.102040816326531,0.0824742268041237,0.0947368421052632,0.0612244897959184,0.0520833333333333,0.123711340206186,0.0408163265306122,0.0515463917525773,0.0408163265306122,0.0412371134020619,0.0412371134020619,0.03,0.02,0.02,0.01,0.26,0.1,0.04,0.3,0.15,0.03,0.14,0.07
PKN1,0.11,0.06,0.04,0.12,0.1,0.08,0.11,0.06,0.04,0.05,0.05,0.05,0.07,0.04,0.04,0.06,0.72,0.41,0.04,0.72,0.4,0.07,0.44,0.3
PTGER1,0.08,0.06,0.04,0.06,0.04,0.02,0.08,0.06,0.04,0.05,0.05,0.05,0.05,0.03,0.03,0.04,0.36,0.2,0.03,0.41,0.17,0.06,0.25,0.15
TECR,0.11,0.06,0.06,0.09,0.03,0.04,0.11,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.03,0.26,0.14,0.03,0.32,0.17,0.07,0.17,0.1
ZNF333,0.1,0.09,0.07,0.08,0.05,0.03,0.1,0.09,0.07,0.03,0.03,0.03,0.04,0.03,0.03,0.06,0.59,0.27,0.06,0.61,0.26,0.05,0.34,0.23
