Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.08,0.07,0.08,0.06,0.05,0.05,0.07,0.07,0.08,0.01,0.01,0.01,0.04,0,0.01,0.04,0.26,0.14,0,0.22,0.12,0.07,0.26,0.19
ADGRE3,0.07,0.06,0.07,0.06,0.03,0.04,0.06,0.05,0.07,0.02,0.01,0.01,0.01,0.01,0.01,0,0.25,0.17,0,0.19,0.15,0.01,0.21,0.18
ADGRE5,0.12,0.04,0.06,0.09,0.06,0.07,0.1,0.03,0.06,0,0,0,0.01,0.02,0.03,0.03,0.29,0.15,0.02,0.21,0.14,0.03,0.28,0.18
CLEC17A,0.06,0.03,0.05,0.02,0.03,0.03,0.05,0.01,0.02,0.01,0.02,0.02,0.03,0.02,0.01,0.03,0.18,0.13,0.02,0.17,0.12,0.07,0.18,0.13
DDX39A,0.11,0.06,0.07,0.07,0.03,0.03,0.11,0.03,0.04,0.02,0.03,0.03,0.01,0.01,0.01,0.05,0.22,0.12,0.01,0.22,0.13,0.1,0.17,0.13
DNAJB1,0.05,0.0505050505050505,0.0505050505050505,0.0404040404040404,0,0.0101010101010101,0.05,0.0404040404040404,0.0404040404040404,0.01,0.01,0.01,0.04,0.01,0.01,0.03,0.22,0.13,0.02,0.2,0.12,0.03,0.16,0.13
GIPC1,0.07,0.0404040404040404,0.0404040404040404,0.05,0.0303030303030303,0.0303030303030303,0.07,0.0404040404040404,0.0404040404040404,0.01,0.03,0.03,0.02,0.01,0.01,0,0.18,0.1,0,0.17,0.1,0.02,0.14,0.08
NDUFB7,0.112676056338028,0.0649350649350649,0.0641025641025641,0.0175438596491228,0.0441176470588235,0.0563380281690141,0.0428571428571429,0.0263157894736842,0.025974025974026,0,0.0125,0.0125,0.02,0.01,0.01,0.04,0.19,0.11,0.04,0.15,0.1,0.03,0.16,0.12
PKN1,0.11,0.04,0.04,0.05,0.02,0.02,0.11,0.04,0.04,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.19,0.16,0.01,0.27,0.2,0.01,0.18,0.13
PTGER1,0.1,0.04,0.05,0.03,0.04,0.05,0.09,0.04,0.05,0.02,0.03,0.03,0,0,0,0.01,0.16,0.1,0.03,0.2,0.09,0.05,0.1,0.07
TECR,0.07,0.04,0.05,0.0505050505050505,0.0303030303030303,0.03,0.06,0.02,0.02,0.02,0.02,0.02,0,0.01,0.01,0.02,0.15,0.1,0.02,0.18,0.15,0.02,0.1,0.09
ZNF333,0.06,0.03,0.04,0.04,0.02,0.03,0.06,0.02,0.04,0.06,0.06,0.06,0.03,0.02,0.02,0.01,0.2,0.13,0,0.2,0.12,0.05,0.19,0.12
