Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.07,0.05,0.05,0.05,0.03,0.03,0.02,0,0.01,0.01,0.01,0.01,0,0,0,0.02,0,0.03
ADGRE3,0.13,0.16,0.14,0.08,0.06,0.06,0.06,0.03,0.03,0,0,0,0,0,0,0.1,0,0.16
ADGRE5,0.07,0.06,0.06,0.02,0.02,0.01,0.04,0.03,0.02,0.04,0.05,0.05,0,0,0,0.15,0,0.19
CLEC17A,0.07,0.07,0.0707070707070707,0.03,0.04,0.0303030303030303,0.01,0.02,0.0202020202020202,0,0,0,0,0,0,0.01,0,0.01
DDX39A,0.05,0.05,0.05,0.03,0.03,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0
DNAJB1,0.0707070707070707,0.0404040404040404,0.0505050505050505,0.0303030303030303,0.0202020202020202,0.0202020202020202,0.0101010101010101,0,0,0,0,0,0,0,0,0.02,0,0.02
GIPC1,0.0404040404040404,0.04,0.05,0.0303030303030303,0.02,0.02,0.0309278350515464,0.0102040816326531,0.0306122448979592,0,0,0,0,0,0,0.01,0,0
NDUFB7,0.0588235294117647,0.021978021978022,0.0224719101123595,0.0384615384615385,0.0229885057471264,0.0121951219512195,0.0149253731343284,0.0144927536231884,0.0147058823529412,0,0,0,0,0,0,0.01,0,0.01
PKN1,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.02,0.04,0.04,0,0,0,0.03,0,0.03
PTGER1,0.05,0.07,0.07,0.04,0.05,0.05,0.02,0.01,0.02,0,0,0,0,0,0,0.04,0,0.04
TECR,0.0909090909090909,0.09,0.09,0.0606060606060606,0.06,0.05,0.0101010101010101,0,0,0.0102040816326531,0,0,0,0,0,0.03,0,0.06
ZNF333,0.07,0.07,0.07,0.03,0.04,0.04,0.03,0.04,0.04,0.02,0.03,0.03,0,0,0,0.02,0,0.02
