Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.12,0.07,0.06,0.11,0.05,0.05,0.11,0.07,0.06,0.07,0.07,0.07,0.03,0.02,0.02,0.02,0,0.02
ADGRE3,0.28,0.31,0.32,0.14,0.15,0.17,0.23,0.29,0.3,0.16,0.18,0.18,0.1,0.08,0.03,0.41,0.19,0.48
ADGRE5,0.43,0.4,0.39,0.26,0.23,0.21,0.42,0.37,0.37,0.26,0.26,0.26,0.13,0.09,0.04,0.5,0.12,0.52
CLEC17A,0.12,0.07,0.08,0.05,0.08,0.09,0.11,0.05,0.07,0.05,0.06,0.06,0.01,0.01,0.01,0.03,0.01,0.05
DDX39A,0.09,0.05,0.04,0.05,0.02,0.02,0.08,0.04,0.04,0.03,0.03,0.03,0.04,0.03,0.03,0.05,0.04,0.03
DNAJB1,0.1,0.07,0.05,0.05,0.03,0.03,0.07,0.03,0.05,0.03,0.04,0.04,0.01,0.01,0.01,0.04,0.01,0.07
GIPC1,0.12,0.08,0.09,0.08,0.06,0.08,0.11,0.07,0.08,0.04,0.04,0.04,0.04,0.02,0.02,0.04,0.03,0.08
NDUFB7,0.108695652173913,0.0752688172043011,0.0638297872340425,0.0459770114942529,0.0217391304347826,0.010752688172043,0.043956043956044,0.0108695652173913,0.021505376344086,0.0210526315789474,0.0212765957446809,0.0210526315789474,0.02,0.02,0.02,0.02,0.02,0.03
PKN1,0.05,0.05,0.06,0.14,0.07,0.06,0.05,0.05,0.04,0.08,0.07,0.07,0.03,0.03,0.04,0.06,0.03,0.04
PTGER1,0.03,0.05,0.04,0.02,0.03,0.04,0.02,0.03,0.04,0.03,0.02,0.02,0.01,0.03,0.04,0.01,0.03,0.05
TECR,0.23,0.18,0.2,0.16,0.12,0.13,0.17,0.14,0.15,0.1,0.1,0.1,0.04,0.03,0.03,0.19,0.08,0.23
ZNF333,0.06,0.02,0.02,0.09,0.03,0.04,0.06,0.02,0.02,0.04,0.03,0.03,0.05,0.04,0.03,0.05,0,0.07
