Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.09,0.06,0.08,0.02,0.05,0.04,0.09,0.06,0.06,0.02,0.02,0.02,0,0,0,0.02,0,0.02
ADGRE3,0.27,0.27,0.29,0.16,0.1,0.1,0.26,0.24,0.26,0.05,0.04,0.04,0,0,0,0.09,0,0.16
ADGRE5,0.28,0.28,0.33,0.19,0.13,0.15,0.27,0.28,0.3,0.06,0.06,0.06,0,0,0,0.15,0,0.32
CLEC17A,0.07,0.05,0.04,0.05,0.02,0.02,0.06,0.03,0.03,0.01,0.01,0.01,0,0,0,0,0,0.02
DDX39A,0.05,0.02,0.04,0.02,0.02,0.03,0.05,0.01,0.02,0,0,0,0,0,0,0.01,0,0.02
DNAJB1,0.0816326530612245,0.0606060606060606,0.0606060606060606,0.0721649484536082,0.0408163265306122,0.0404040404040404,0.0612244897959184,0.0404040404040404,0.0505050505050505,0.0102040816326531,0.0101010101010101,0.0101010101010101,0,0,0,0.03,0,0.06
GIPC1,0.0606060606060606,0.0606060606060606,0.0707070707070707,0.0303030303030303,0.0202020202020202,0.0202020202020202,0.0606060606060606,0.0505050505050505,0.0707070707070707,0.0101010101010101,0.0101010101010101,0.0101010101010101,0,0,0,0.01,0.01,0.01
NDUFB7,0.0563380281690141,0.04,0.0526315789473684,0.0357142857142857,0.0307692307692308,0.0298507462686567,0.028169014084507,0.0266666666666667,0.0263157894736842,0,0,0,0,0,0,0,0,0.01
PKN1,0.06,0.05,0.05,0.07,0.04,0.06,0.06,0.05,0.05,0.02,0.02,0.02,0.01,0,0,0.03,0,0.04
PTGER1,0.11,0.09,0.09,0.05,0.04,0.03,0.09,0.06,0.07,0.01,0.01,0.01,0,0,0.01,0.04,0.02,0.06
TECR,0.181818181818182,0.16,0.17,0.111111111111111,0.07,0.07,0.151515151515152,0.11,0.14,0.0101010101010101,0.0101010101010101,0.0101010101010101,0,0,0,0.07,0,0.1
ZNF333,0.06,0.03,0.04,0.06,0.01,0.02,0.06,0.02,0.04,0.02,0.02,0.02,0,0.01,0.01,0.03,0,0.03
