Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.05,0.03,0.04,0.06,0.02,0.03,0.05,0.02,0.03,0.06,0.06,0.06,0.04,0.05,0.05,0.01,0,0.07
ADGRE3,0.39,0.41,0.42,0.2,0.18,0.16,0.38,0.35,0.34,0.1,0.13,0.13,0.02,0.01,0.01,0.16,0,0.35
ADGRE5,0.36,0.41,0.38,0.19,0.21,0.21,0.35,0.38,0.35,0.18,0.19,0.19,0.06,0.07,0.06,0.32,0,0.49
CLEC17A,0.07,0.04,0.04,0.06,0.06,0.05,0.06,0.04,0.02,0,0,0,0.04,0.01,0.03,0.05,0.05,0.04
DDX39A,0.08,0.03,0.02,0.07,0.02,0.02,0.07,0.03,0.02,0.03,0.03,0.03,0.04,0.02,0.02,0.03,0.01,0.02
DNAJB1,0.1,0.07,0.06,0.03,0.04,0.04,0.08,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.04,0.04,0.01,0.07
GIPC1,0.1,0.14,0.14,0.08,0.08,0.09,0.08,0.11,0.1,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.05
NDUFB7,0.0674157303370786,0.0561797752808989,0.0568181818181818,0.0476190476190476,0.0340909090909091,0.0348837209302326,0.0337078651685393,0.0337078651685393,0.0340909090909091,0,0,0,0,0,0,0.01,0.01,0.01
PKN1,0.11,0.06,0.06,0.08,0.1,0.1,0.11,0.06,0.07,0.04,0.05,0.05,0.07,0.01,0.01,0.03,0.02,0.05
PTGER1,0.12,0.07,0.08,0.09,0.07,0.08,0.11,0.06,0.06,0.04,0.04,0.04,0.02,0.04,0.04,0.01,0.02,0.03
TECR,0.24,0.24,0.24,0.1,0.11,0.1,0.18,0.19,0.2,0.09,0.07,0.07,0.04,0.05,0.06,0.18,0,0.22
ZNF333,0.05,0.04,0.03,0.04,0.03,0.03,0.05,0.02,0.01,0.03,0.04,0.04,0.08,0.05,0.06,0.01,0,0.05
