Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.11,0.1,0.1,0.13,0.13,0.14,0.11,0.1,0.1,0.01,0,0,0,0,0,0.02,0,0.05
ADGRE3,0.42,0.43,0.44,0.3,0.27,0.26,0.4,0.42,0.43,0.04,0.03,0.03,0,0,0,0.09,0,0.18
ADGRE5,0.67,0.59,0.6,0.44,0.39,0.39,0.65,0.59,0.6,0.04,0.04,0.04,0.01,0,0,0.14,0,0.31
CLEC17A,0.15,0.11,0.11,0.09,0.07,0.07,0.14,0.11,0.11,0.02,0.01,0.01,0,0,0,0,0,0.02
DDX39A,0.27,0.09,0.09,0.19,0.04,0.04,0.25,0.09,0.09,0.03,0.04,0.04,0,0,0,0.01,0,0.01
DNAJB1,0.13,0.08,0.09,0.07,0.08,0.07,0.13,0.08,0.09,0.01,0,0,0,0,0,0,0,0.04
GIPC1,0.25,0.07,0.07,0.18,0.05,0.04,0.24,0.07,0.07,0.05,0.03,0.03,0,0,0,0,0,0.03
NDUFB7,0.221052631578947,0.135416666666667,0.145833333333333,0.202127659574468,0.0957446808510638,0.0957446808510638,0.157894736842105,0.09375,0.09375,0.0217391304347826,0.0106382978723404,0.0106382978723404,0,0,0,0.02,0.02,0.02
PKN1,0.14,0.07,0.07,0.17,0.15,0.14,0.14,0.06,0.07,0.01,0.01,0.01,0,0,0,0.01,0.01,0.04
PTGER1,0.21,0.13,0.13,0.16,0.07,0.07,0.21,0.13,0.13,0,0,0,0,0,0,0.01,0,0.04
TECR,0.33,0.32,0.34,0.22,0.22,0.2,0.32,0.31,0.32,0.04,0.03,0.03,0,0,0,0.01,0,0.08
ZNF333,0.18,0.09,0.09,0.21,0.15,0.16,0.18,0.08,0.08,0,0,0,0,0,0,0.01,0,0.01
