Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.06,0.05,0.05,0.07,0.09,0.07,0.05,0.04,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0,0.39,0.42,0,0.37,0.37,0.01,0.33,0.35
ADGRE3,0.08,0.08,0.1,0.09,0.08,0.09,0.08,0.08,0.1,0.02,0.02,0.02,0,0,0,0.02,0.44,0.38,0,0.34,0.31,0.06,0.31,0.32
ADGRE5,0.14,0.15,0.17,0.12,0.12,0.14,0.14,0.15,0.17,0.01,0.01,0.01,0,0,0,0,0.39,0.34,0,0.39,0.36,0.05,0.34,0.28
CLEC17A,0.11,0.09,0.11,0.06,0.06,0.07,0.11,0.09,0.11,0,0,0,0,0,0,0,0.29,0.27,0,0.26,0.22,0.01,0.24,0.2
DDX39A,0.12,0.11,0.13,0.08,0.07,0.11,0.11,0.1,0.13,0,0,0,0,0,0.01,0.01,0.34,0.26,0,0.39,0.3,0.02,0.25,0.23
DNAJB1,0.16,0.16,0.21,0.1,0.11,0.12,0.15,0.15,0.19,0,0,0,0,0,0,0.02,0.34,0.25,0.01,0.29,0.24,0.02,0.3,0.24
GIPC1,0.18,0.18,0.23,0.09,0.09,0.13,0.18,0.18,0.23,0,0,0,0,0,0,0,0.29,0.25,0,0.28,0.25,0.01,0.21,0.2
NDUFB7,0.0721649484536082,0.0721649484536082,0.134020618556701,0.0416666666666667,0.0416666666666667,0.0625,0.0618556701030928,0.0618556701030928,0.0824742268041237,0.0102040816326531,0.0102040816326531,0.0204081632653061,0,0,0,0,0.16,0.17,0,0.2,0.15,0.01,0.16,0.16
PKN1,0.1,0.1,0.11,0.16,0.16,0.15,0.1,0.1,0.11,0.01,0.01,0.01,0,0,0,0.01,0.47,0.44,0.01,0.44,0.36,0.05,0.42,0.37
PTGER1,0.09,0.09,0.12,0.09,0.09,0.1,0.09,0.09,0.12,0.01,0.01,0.01,0,0,0,0,0.32,0.24,0,0.28,0.23,0.03,0.23,0.23
TECR,0.14,0.13,0.15,0.08,0.08,0.08,0.14,0.13,0.15,0,0,0,0,0,0,0,0.27,0.25,0,0.26,0.24,0.02,0.19,0.21
ZNF333,0.1,0.1,0.12,0.08,0.08,0.08,0.1,0.1,0.12,0.02,0.02,0.02,0,0,0,0.02,0.34,0.34,0,0.29,0.29,0.05,0.28,0.28
