Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.06,0.05,0.11,0.01,0.01,0.11,0.06,0.05,0.11,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.08,0.08,0,0.07,0.05,0.04,0.1,0.08
ADGRE3,0.05,0.05,0.11,0.01,0.01,0.05,0.04,0.04,0.1,0.04,0.04,0.04,0.01,0.01,0,0.04,0.17,0.11,0,0.06,0.06,0.07,0.19,0.12
ADGRE5,0.04,0.04,0.1,0.05,0.03,0.09,0.01,0.01,0.1,0.04,0.05,0.05,0,0,0.01,0.06,0.08,0.05,0,0.06,0.04,0.06,0.12,0.06
CLEC17A,0.0404040404040404,0.0505050505050505,0.09,0.0303030303030303,0.0303030303030303,0.05,0.0101010101010101,0.0202020202020202,0.05,0.0102040816326531,0,0,0,0,0,0.03,0.07,0.06,0.02,0.04,0.04,0.04,0.1,0.08
DDX39A,0.0714285714285714,0.0927835051546392,0.141414141414141,0.0306122448979592,0.0309278350515464,0.151515151515152,0.0408163265306122,0.0618556701030928,0.121212121212121,0,0,0,0.01,0.01,0.01,0,0.12,0.11,0,0.08,0.07,0.02,0.12,0.12
DNAJB1,0.0947368421052632,0.0736842105263158,0.141414141414141,0.043010752688172,0.0326086956521739,0.0909090909090909,0.0315789473684211,0.0315789473684211,0.121212121212121,0.0202020202020202,0.0202020202020202,0.0202020202020202,0,0,0,0.08,0.09,0.09,0.04,0.07,0.08,0.06,0.12,0.11
GIPC1,0.0520833333333333,0.0736842105263158,0.101010101010101,0.0425531914893617,0.0425531914893617,0.0909090909090909,0.03125,0.0210526315789474,0.0707070707070707,0.01,0.01,0.01,0,0,0,0.01,0.08,0.08,0.03,0.06,0.06,0.04,0.11,0.07
NDUFB7,0.08,0.0833333333333333,0.130434782608696,0.03125,0.0333333333333333,0.12280701754386,0.02,0.0208333333333333,0.072463768115942,0,0,0.0144927536231884,0,0,0,0.03,0.05,0.06,0.04,0,0.05,0.04,0.05,0.09
PKN1,0.05,0.05,0.11,0.05,0.04,0.07,0.05,0.05,0.08,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.12,0.1,0.02,0.07,0.08,0.03,0.17,0.1
PTGER1,0.05,0.07,0.14,0.02,0.0303030303030303,0.06,0.04,0.05,0.11,0.02,0.02,0.02,0,0,0,0.04,0.09,0.08,0.02,0.05,0.04,0.03,0.1,0.09
TECR,0.0860215053763441,0.0760869565217391,0.163265306122449,0.0543478260869565,0.0555555555555556,0.0824742268041237,0.0537634408602151,0.0434782608695652,0.112244897959184,0.0208333333333333,0.0210526315789474,0.0204081632653061,0,0,0,0.03,0.11,0.04,0,0.06,0.02,0.04,0.07,0.08
ZNF333,0.07,0.05,0.13,0.04,0.05,0.08,0.05,0.05,0.12,0.01,0.02,0.02,0,0,0.01,0.02,0.1,0.05,0,0.03,0.01,0.05,0.13,0.08
