Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.09,0.08,0.11,0.09,0.09,0.12,0.09,0.08,0.11,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.31,0.21,0.04,0.25,0.17,0.06,0.29,0.26
ADGRE3,0.08,0.08,0.09,0.06,0.05,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.01,0.01,0.03,0.03,0.26,0.2,0.03,0.28,0.22,0.08,0.17,0.15
ADGRE5,0.12,0.12,0.15,0.06,0.06,0.07,0.11,0.11,0.15,0.04,0.04,0.04,0.07,0.08,0.07,0.01,0.37,0.23,0,0.32,0.22,0.01,0.28,0.21
CLEC17A,0.08,0.09,0.09,0.07,0.08,0.08,0.08,0.09,0.09,0.02,0.02,0.02,0.01,0.02,0.02,0.03,0.17,0.11,0.05,0.2,0.12,0.04,0.19,0.12
DDX39A,0.07,0.07,0.08,0.05,0.03,0.05,0.06,0.06,0.07,0.05,0.05,0.05,0.04,0.04,0.06,0.01,0.25,0.19,0.02,0.23,0.17,0.03,0.26,0.19
DNAJB1,0.15,0.14,0.15,0.07,0.08,0.09,0.15,0.13,0.15,0.05,0.05,0.05,0.06,0.06,0.08,0.01,0.29,0.16,0.02,0.29,0.19,0.06,0.19,0.14
GIPC1,0.1,0.1,0.09,0.07,0.06,0.06,0.09,0.09,0.08,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.21,0.14,0.01,0.23,0.15,0.01,0.15,0.1
NDUFB7,0.0752688172043011,0.0752688172043011,0.09375,0.0645161290322581,0.0645161290322581,0.09375,0.0752688172043011,0.0752688172043011,0.09375,0.0212765957446809,0.0212765957446809,0.0206185567010309,0.02,0.02,0.03,0.03,0.17,0.18,0.04,0.16,0.14,0.04,0.14,0.13
PKN1,0.13,0.13,0.14,0.1,0.11,0.13,0.12,0.14,0.14,0.02,0.02,0.02,0.04,0.04,0.04,0.05,0.31,0.22,0.02,0.24,0.12,0.08,0.31,0.24
PTGER1,0.12,0.12,0.13,0.05,0.04,0.03,0.1,0.1,0.12,0.04,0.04,0.04,0.01,0.01,0.02,0.04,0.27,0.17,0.01,0.31,0.2,0.05,0.2,0.15
TECR,0.11,0.1,0.1,0.04,0.04,0.05,0.09,0.09,0.08,0.01,0.01,0.01,0,0,0.01,0.01,0.19,0.1,0,0.15,0.08,0.03,0.17,0.12
ZNF333,0.11,0.1,0.12,0.12,0.1,0.11,0.11,0.1,0.11,0.03,0.03,0.03,0.02,0.02,0.02,0,0.35,0.27,0.01,0.34,0.31,0.04,0.28,0.25
