Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.11,0.11,0.11,0.06,0.07,0.06,0.11,0.11,0.11,0.03,0.03,0.03,0,0,0,0.02,0.13,0.17,0,0.11,0.11,0.04,0.2,0.21
ADGRE3,0.08,0.08,0.1,0.09,0.09,0.08,0.08,0.09,0.1,0.01,0.01,0.01,0,0,0,0.02,0.1,0.11,0,0.16,0.11,0.04,0.15,0.15
ADGRE5,0.06,0.06,0.06,0.03,0.01,0.03,0.06,0.06,0.06,0.02,0.02,0.02,0,0,0,0.01,0.18,0.15,0,0.16,0.15,0.02,0.15,0.17
CLEC17A,0.14,0.14,0.13,0.1,0.07,0.09,0.12,0.12,0.11,0,0,0,0,0,0,0.02,0.19,0.13,0,0.14,0.1,0.03,0.2,0.15
DDX39A,0.09,0.09,0.07,0.04,0.04,0.05,0.09,0.09,0.08,0.02,0.02,0.02,0,0,0,0,0.14,0.12,0,0.17,0.15,0.03,0.12,0.1
DNAJB1,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0.13,0.14,0,0.11,0.16,0,0.16,0.15
GIPC1,0.08,0.07,0.08,0.07,0.07,0.07,0.08,0.07,0.08,0,0,0,0,0,0,0.02,0.11,0.09,0.02,0.14,0.13,0.03,0.13,0.08
NDUFB7,0.0777777777777778,0.0659340659340659,0.0769230769230769,0.0674157303370786,0.0786516853932584,0.0786516853932584,0.0222222222222222,0.010989010989011,0.021978021978022,0.0108695652173913,0.0108695652173913,0.0108695652173913,0,0,0,0,0.17,0.17,0,0.14,0.14,0,0.16,0.13
PKN1,0.05,0.04,0.06,0.02,0.02,0.04,0.05,0.04,0.05,0.02,0.02,0.02,0.01,0.01,0.01,0.03,0.19,0.16,0,0.2,0.17,0.06,0.21,0.2
PTGER1,0.12,0.11,0.13,0.07,0.06,0.1,0.12,0.11,0.13,0.02,0.01,0.01,0,0,0,0.02,0.18,0.17,0,0.17,0.14,0.02,0.16,0.15
TECR,0.11,0.11,0.12,0.08,0.06,0.1,0.09,0.08,0.1,0.02,0.02,0.02,0,0,0,0,0.16,0.18,0,0.19,0.18,0.03,0.18,0.19
ZNF333,0.08,0.08,0.09,0.03,0.05,0.07,0.06,0.07,0.08,0.01,0.01,0.01,0,0,0,0.03,0.18,0.17,0,0.2,0.15,0.04,0.17,0.17
