Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.11,0.08,0.11,0.05,0.05,0.05,0.1,0.08,0.1,0.02,0.02,0.02,0.01,0,0.03,0.02,0.19,0.14,0,0.18,0.13,0.04,0.24,0.18
ADGRE3,0.07,0.07,0.09,0.06,0.05,0.05,0.07,0.07,0.07,0.05,0.05,0.05,0.01,0.01,0.01,0.02,0.16,0.1,0.01,0.14,0.06,0.08,0.18,0.13
ADGRE5,0.08,0.07,0.12,0.05,0.03,0.06,0.07,0.07,0.11,0.07,0.07,0.07,0.01,0.01,0.02,0.01,0.23,0.18,0,0.23,0.14,0.03,0.21,0.2
CLEC17A,0.06,0.06,0.11,0.04,0.05,0.06,0.05,0.05,0.08,0.03,0.03,0.03,0,0,0.01,0.03,0.15,0.11,0.01,0.1,0.07,0.04,0.18,0.16
DDX39A,0.12,0.1,0.13,0.06,0.05,0.08,0.11,0.09,0.12,0.03,0.03,0.03,0,0,0.01,0.04,0.12,0.09,0.03,0.06,0.02,0.08,0.14,0.11
DNAJB1,0.06,0.06,0.07,0.03,0.03,0.04,0.06,0.06,0.07,0,0,0,0,0,0,0.03,0.15,0.08,0,0.12,0.09,0.04,0.1,0.1
GIPC1,0.03,0.03,0.08,0.02,0.02,0.03,0.02,0.02,0.06,0.05,0.04,0.04,0.01,0.01,0.02,0.04,0.13,0.1,0.02,0.15,0.1,0.06,0.13,0.11
NDUFB7,0.0909090909090909,0.0909090909090909,0.115942028985507,0.0491803278688525,0.0491803278688525,0.0909090909090909,0.0454545454545455,0.0454545454545455,0.072463768115942,0,0,0,0.02,0.02,0.01,0.02,0.09,0.08,0.04,0.1,0.05,0.03,0.09,0.08
PKN1,0.06,0.06,0.08,0.07,0.07,0.09,0.06,0.06,0.07,0.03,0.02,0.02,0.01,0.01,0.02,0.01,0.27,0.2,0,0.2,0.14,0.02,0.27,0.21
PTGER1,0.08,0.08,0.11,0.03,0.03,0.04,0.07,0.07,0.09,0.03,0.03,0.03,0.01,0.01,0.01,0.03,0.14,0.07,0.02,0.14,0.13,0.01,0.15,0.07
TECR,0.0505050505050505,0.0505050505050505,0.0505050505050505,0.0204081632653061,0.0306122448979592,0.0408163265306122,0.0404040404040404,0.0404040404040404,0.0303030303030303,0.03,0.03,0.03,0.02,0.02,0.01,0.02,0.14,0.1,0.02,0.15,0.13,0.04,0.11,0.07
ZNF333,0.09,0.06,0.09,0.08,0.05,0.07,0.09,0.06,0.07,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0.25,0.12,0,0.17,0.14,0.03,0.22,0.17
