Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.09,0.09,0.09,0.06,0.06,0.08,0.09,0.09,0.09,0.04,0.04,0.04,0.02,0.02,0.02,0.04,0.17,0.11,0.04,0.11,0.08,0.01,0.22,0.17
ADGRE3,0.09,0.09,0.08,0.05,0.05,0.06,0.09,0.09,0.09,0.06,0.06,0.06,0.01,0.01,0.01,0.02,0.2,0.11,0.03,0.18,0.13,0.01,0.16,0.12
ADGRE5,0.09,0.09,0.1,0.04,0.05,0.05,0.08,0.08,0.09,0.06,0.06,0.06,0.02,0.02,0.03,0.07,0.21,0.1,0.01,0.19,0.07,0.07,0.2,0.13
CLEC17A,0.06,0.06,0.06,0.03,0.03,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.02,0.02,0.01,0.05,0.15,0.1,0.02,0.18,0.09,0.07,0.1,0.1
DDX39A,0.07,0.05,0.05,0.02,0.02,0.03,0.07,0.05,0.06,0.04,0.04,0.04,0.01,0.01,0.01,0.02,0.1,0.07,0.03,0.14,0.06,0.03,0.12,0.08
DNAJB1,0.11,0.13,0.13,0.06,0.05,0.07,0.07,0.08,0.08,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.19,0.11,0.07,0.19,0.07,0.04,0.18,0.11
GIPC1,0.07,0.07,0.08,0.06,0.06,0.06,0.06,0.06,0.07,0.08,0.08,0.08,0.02,0.02,0.02,0.04,0.12,0.07,0.04,0.17,0.09,0.04,0.08,0.04
NDUFB7,0.0967741935483871,0.0860215053763441,0.0824742268041237,0.0537634408602151,0.043010752688172,0.0412371134020619,0.0645161290322581,0.0537634408602151,0.0618556701030928,0.0736842105263158,0.0631578947368421,0.0612244897959184,0.01,0.01,0.02,0.08,0.17,0.13,0.09,0.18,0.14,0.06,0.11,0.11
PKN1,0.07,0.05,0.05,0.03,0.02,0.02,0.07,0.05,0.05,0.03,0.03,0.03,0,0,0,0.03,0.22,0.11,0,0.16,0.05,0.04,0.26,0.15
PTGER1,0.06,0.05,0.06,0.02,0.02,0.02,0.04,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.19,0.11,0.07,0.18,0.16,0.04,0.16,0.14
TECR,0.01,0.01,0.03,0,0,0.01,0.01,0.01,0.03,0.02,0.01,0.01,0.02,0.02,0.03,0.02,0.11,0.12,0.03,0.12,0.1,0.02,0.13,0.12
ZNF333,0.08,0.08,0.1,0.09,0.09,0.1,0.08,0.08,0.08,0.07,0.07,0.07,0,0,0,0.03,0.27,0.12,0.02,0.26,0.13,0.06,0.24,0.12
