Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.05,0.05,0.05,0.02,0.02,0.01,0.05,0.05,0.05,0.03,0.03,0.03,0.01,0.01,0.02,0.01,0.24,0.15,0,0.26,0.15,0.03,0.23,0.19
ADGRE3,0.12,0.12,0.13,0.03,0.03,0.05,0.12,0.12,0.13,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.18,0.14,0,0.17,0.11,0.02,0.19,0.13
ADGRE5,0.1,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.1,0.02,0.03,0.03,0.03,0.04,0.04,0.02,0.26,0.18,0.01,0.23,0.18,0.05,0.26,0.19
CLEC17A,0.1,0.1,0.1,0.04,0.03,0.05,0.07,0.07,0.08,0,0,0,0,0,0,0.04,0.12,0.08,0.01,0.12,0.04,0.03,0.11,0.07
DDX39A,0.11,0.11,0.12,0.04,0.03,0.05,0.07,0.1,0.12,0.05,0.05,0.05,0.02,0.02,0.02,0.04,0.17,0.11,0,0.2,0.13,0.06,0.19,0.12
DNAJB1,0.05,0.05,0.06,0.02,0.03,0.03,0.04,0.05,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0,0.12,0.06,0.01,0.15,0.08,0.03,0.06,0.06
GIPC1,0.08,0.07,0.09,0.02,0.02,0.02,0.06,0.04,0.04,0.02,0.02,0.02,0,0,0,0.03,0.13,0.09,0,0.15,0.1,0.02,0.12,0.08
NDUFB7,0.133333333333333,0.133333333333333,0.122222222222222,0.0666666666666667,0.0777777777777778,0.0666666666666667,0.0777777777777778,0.0777777777777778,0.0777777777777778,0.010989010989011,0.010989010989011,0.010989010989011,0,0,0,0.02,0.12,0.08,0.02,0.13,0.1,0.04,0.11,0.08
PKN1,0.07,0.07,0.07,0.03,0.03,0.04,0.07,0.06,0.07,0.06,0.06,0.06,0.01,0.01,0.01,0.04,0.32,0.17,0.03,0.24,0.16,0.06,0.25,0.16
PTGER1,0.12,0.12,0.12,0.06,0.07,0.08,0.12,0.12,0.12,0.06,0.06,0.06,0.01,0.01,0,0.01,0.19,0.13,0,0.18,0.13,0.06,0.15,0.13
TECR,0.07,0.06,0.07,0.04,0.04,0.04,0.05,0.05,0.05,0.03,0.03,0.03,0.02,0.02,0.02,0.05,0.18,0.15,0.03,0.22,0.2,0.05,0.17,0.15
ZNF333,0.06,0.06,0.06,0.08,0.09,0.09,0.05,0.05,0.06,0.05,0.05,0.05,0,0,0,0.01,0.22,0.13,0.01,0.22,0.13,0.04,0.2,0.16
