Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.06,0.07,0.08,0.04,0.04,0.05,0.06,0.07,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.17,0.09,0,0.17,0.12,0.08,0.16,0.14
ADGRE3,0.13,0.13,0.17,0.1,0.07,0.11,0.12,0.11,0.16,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.2,0.18,0.04,0.2,0.14,0.05,0.21,0.15
ADGRE5,0.1,0.1,0.12,0.04,0.05,0.07,0.1,0.1,0.12,0.04,0.04,0.04,0.02,0.02,0.04,0.03,0.24,0.15,0.03,0.25,0.15,0.05,0.26,0.22
CLEC17A,0.06,0.06,0.06,0.07,0.07,0.07,0.05,0.05,0.08,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.13,0.12,0.01,0.14,0.1,0.03,0.12,0.11
DDX39A,0.05,0.05,0.06,0.02,0.03,0.03,0.04,0.05,0.05,0.03,0.03,0.03,0.02,0.03,0.04,0.04,0.12,0.08,0.04,0.14,0.1,0.02,0.12,0.07
DNAJB1,0.08,0.08,0.09,0.04,0.04,0.06,0.07,0.07,0.1,0.05,0.05,0.05,0,0.01,0.01,0.02,0.13,0.1,0.02,0.14,0.08,0.06,0.13,0.09
GIPC1,0.09,0.09,0.09,0.06,0.06,0.07,0.08,0.08,0.09,0.04,0.04,0.04,0.01,0.01,0.01,0.03,0.17,0.14,0.01,0.13,0.1,0.08,0.17,0.14
NDUFB7,0.0860215053763441,0.0869565217391304,0.101010101010101,0.0659340659340659,0.0666666666666667,0.0707070707070707,0.032258064516129,0.0326086956521739,0.0404040404040404,0,0,0,0.01,0.01,0.01,0.01,0.14,0.12,0,0.11,0.11,0.04,0.13,0.13
PKN1,0.04,0.04,0.09,0.03,0.05,0.06,0.04,0.05,0.08,0.02,0.02,0.02,0.01,0.01,0.02,0.03,0.19,0.14,0.01,0.22,0.15,0.08,0.16,0.15
PTGER1,0.03,0.03,0.04,0.01,0.01,0.01,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.09,0.04,0.02,0.14,0.1,0.03,0.07,0.05
TECR,0.08,0.08,0.11,0.06,0.05,0.07,0.07,0.07,0.08,0.03,0.03,0.03,0.02,0.02,0.02,0.04,0.19,0.14,0.02,0.19,0.14,0.04,0.16,0.15
ZNF333,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.04,0.22,0.13,0.02,0.16,0.11,0.05,0.27,0.2
