Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.07,0.07,0.09,0.05,0.03,0.03,0.05,0.05,0.08,0.03,0.03,0.03,0.01,0.01,0.01,0.02,0.07,0.08,0,0.1,0.05,0.06,0.12,0.1
ADGRE3,0.1,0.09,0.1,0.01,0,0,0.09,0.09,0.09,0.05,0.05,0.05,0.02,0.02,0.03,0.04,0.13,0.11,0.03,0.11,0.07,0.04,0.16,0.13
ADGRE5,0.07,0.07,0.08,0.04,0.04,0.04,0.07,0.07,0.08,0.04,0.04,0.04,0.01,0.01,0.02,0.01,0.14,0.13,0.03,0.16,0.13,0.04,0.13,0.11
CLEC17A,0.13,0.11,0.11,0.05,0.06,0.05,0.11,0.1,0.09,0.04,0.04,0.04,0.01,0.01,0.01,0.03,0.17,0.12,0.01,0.13,0.09,0.06,0.15,0.1
DDX39A,0.05,0.05,0.07,0.05,0.05,0.06,0.04,0.04,0.05,0.03,0.03,0.03,0,0,0,0.04,0.08,0.06,0.02,0.05,0.07,0.04,0.07,0.07
DNAJB1,0.04,0.04,0.04,0.02,0.03,0.03,0.04,0.04,0.04,0.01,0.01,0.01,0.03,0.03,0.03,0.02,0.13,0.08,0.02,0.09,0.08,0.01,0.1,0.09
GIPC1,0.06,0.06,0.07,0.02,0.01,0.02,0.04,0.04,0.05,0.07,0.07,0.07,0,0,0,0.01,0.05,0.03,0.01,0.05,0.03,0.05,0.08,0.09
NDUFB7,0.0760869565217391,0.0760869565217391,0.0978260869565217,0.0777777777777778,0.0666666666666667,0.1,0.0760869565217391,0.0760869565217391,0.0869565217391304,0.0212765957446809,0.0212765957446809,0.0212765957446809,0,0,0,0.03,0.13,0.09,0.02,0.08,0.07,0.05,0.14,0.11
PKN1,0.07,0.07,0.05,0.06,0.05,0.05,0.06,0.07,0.05,0.05,0.05,0.05,0,0,0,0.02,0.12,0.05,0,0.16,0.08,0.05,0.12,0.07
PTGER1,0.1,0.1,0.12,0.07,0.07,0.07,0.1,0.1,0.11,0.07,0.05,0.05,0.01,0.01,0.01,0.05,0.07,0.04,0.01,0.08,0.04,0.07,0.06,0.09
TECR,0.08,0.07,0.11,0.06,0.05,0.06,0.08,0.07,0.09,0.04,0.04,0.04,0.02,0.02,0.02,0.03,0.18,0.08,0.01,0.14,0.09,0.07,0.15,0.09
ZNF333,0.11,0.11,0.11,0.06,0.05,0.05,0.11,0.11,0.11,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.17,0.12,0,0.22,0.14,0.03,0.15,0.15
