Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.06,0.05,0.17,0.04,0.04,0.11,0.04,0.05,0.16,0.04,0.04,0.04,0,0,0.01,0,0.08,0.03,0,0.02,0.03,0.03,0.14,0.08
ADGRE3,0.03,0.0202020202020202,0.181818181818182,0.02,0.0202020202020202,0.0909090909090909,0.02,0.0101010101010101,0.151515151515152,0.03,0.0303030303030303,0.0303030303030303,0,0,0,0.02,0.06,0.04,0.02,0.01,0.04,0.03,0.1,0.07
ADGRE5,0.08,0.09,0.18,0.06,0.05,0.14,0.05,0.06,0.15,0.01,0.04,0.04,0,0,0,0.03,0.07,0.06,0.02,0,0.03,0.04,0.12,0.11
CLEC17A,0.0421052631578947,0.0319148936170213,0.125,0.0337078651685393,0.0352941176470588,0.0851063829787234,0.0210526315789474,0.0212765957446809,0.0833333333333333,0.03125,0.0315789473684211,0.0309278350515464,0,0,0,0,0.05,0.08,0,0.01,0.06,0.05,0.09,0.07
DDX39A,0.0729166666666667,0.0625,0.175257731958763,0.0537634408602151,0.043956043956044,0.115789473684211,0.0104166666666667,0.0104166666666667,0.0721649484536082,0,0.0101010101010101,0.0101010101010101,0,0,0,0.01,0.05,0.04,0.01,0,0.01,0.02,0.09,0.05
DNAJB1,0.074468085106383,0.0674157303370786,0.221052631578947,0.0537634408602151,0.0352941176470588,0.126315789473684,0.0106382978723404,0,0.136842105263158,0.0104166666666667,0.0105263157894737,0.0103092783505155,0,0,0,0.01,0.03,0.04,0.02,0,0.01,0.03,0.07,0.07
GIPC1,0.032967032967033,0.0333333333333333,0.157894736842105,0.0348837209302326,0.0240963855421687,0.139784946236559,0.021978021978022,0.0222222222222222,0.0736842105263158,0,0,0,0,0,0,0.02,0.04,0.02,0,0.02,0.03,0.05,0.03,0.04
NDUFB7,0,0,0.181818181818182,0,0,0.185185185185185,0,0,0,0,0.0277777777777778,0.0212765957446809,0,0,0,0.01,0.01,0.06,0.01,0.01,0.02,0.04,0.03,0.04
PKN1,0.05,0.05,0.13,0.03,0.04,0.1,0.05,0.03,0.13,0.03,0.03,0.03,0,0,0,0.04,0.06,0.04,0,0.01,0.01,0.07,0.08,0.08
PTGER1,0.0520833333333333,0.0537634408602151,0.224489795918367,0.032258064516129,0.0333333333333333,0.153061224489796,0.0416666666666667,0.043010752688172,0.183673469387755,0.0505050505050505,0.0510204081632653,0.05,0,0,0,0.02,0.04,0.04,0.02,0.01,0.04,0.02,0.06,0.04
TECR,0.1,0.0568181818181818,0.25531914893617,0.0379746835443038,0.0422535211267606,0.168539325842697,0.0111111111111111,0,0.0957446808510638,0,0,0,0,0,0,0.04,0.09,0.05,0.01,0.03,0.01,0.07,0.09,0.1
ZNF333,0.0408163265306122,0.0510204081632653,0.2,0.0408163265306122,0.0408163265306122,0.12,0.0102040816326531,0.0204081632653061,0.14,0.02,0.02,0.02,0,0,0,0.01,0.06,0.05,0,0,0.01,0.02,0.1,0.06
