Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.1,0.1,0.14,0.07,0.08,0.1,0.1,0.09,0.14,0.04,0.04,0.04,0.03,0.03,0.06,0.01,0.41,0.32,0,0.38,0.29,0.02,0.36,0.32
ADGRE3,0.12,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.04,0.04,0.04,0.01,0.01,0.01,0.03,0.34,0.27,0,0.34,0.28,0.05,0.25,0.21
ADGRE5,0.09,0.09,0.13,0.12,0.11,0.13,0.09,0.09,0.13,0.09,0.09,0.09,0.04,0.04,0.05,0.02,0.4,0.34,0,0.38,0.35,0.04,0.33,0.27
CLEC17A,0.07,0.07,0.08,0.05,0.04,0.08,0.07,0.07,0.09,0,0,0,0.02,0.02,0.02,0.01,0.25,0.21,0,0.24,0.22,0.05,0.25,0.23
DDX39A,0.08,0.07,0.11,0.04,0.03,0.06,0.08,0.07,0.11,0.03,0.02,0.02,0.02,0.02,0.04,0.03,0.33,0.26,0.02,0.28,0.23,0.05,0.26,0.21
DNAJB1,0.14,0.12,0.14,0.07,0.07,0.1,0.12,0.11,0.13,0.04,0.04,0.04,0.01,0.01,0.03,0.02,0.34,0.27,0,0.34,0.27,0.05,0.28,0.24
GIPC1,0.11,0.11,0.12,0.12,0.1,0.11,0.11,0.1,0.13,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.24,0.19,0.01,0.2,0.18,0.03,0.19,0.18
NDUFB7,0.125,0.125,0.134020618556701,0.0729166666666667,0.0729166666666667,0.0927835051546392,0.0833333333333333,0.0833333333333333,0.103092783505155,0,0,0,0.01,0.01,0.01,0.04,0.28,0.21,0.03,0.26,0.25,0.04,0.2,0.18
PKN1,0.12,0.11,0.12,0.1,0.09,0.13,0.12,0.11,0.12,0.05,0.05,0.05,0.05,0.06,0.07,0,0.47,0.4,0,0.36,0.33,0,0.45,0.42
PTGER1,0.11,0.11,0.12,0.08,0.08,0.11,0.1,0.1,0.12,0.02,0.02,0.02,0.03,0.03,0.04,0.02,0.27,0.23,0,0.28,0.28,0.03,0.21,0.19
TECR,0.12,0.12,0.13,0.05,0.06,0.1,0.11,0.11,0.12,0.03,0.03,0.03,0,0,0,0.06,0.24,0.22,0.01,0.26,0.23,0.1,0.21,0.19
ZNF333,0.17,0.16,0.2,0.17,0.16,0.18,0.18,0.17,0.2,0.03,0.03,0.03,0.01,0.02,0.03,0.01,0.41,0.38,0.01,0.4,0.35,0.03,0.31,0.3
