Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.05,0.05,0.06,0.05,0.05,0.04,0.06,0.06,0.05,0.06,0.06,0.06,0,0,0,0,0.05,0.02,0,0.05,0,0.02,0.12,0.06
ADGRE3,0.05,0.05,0.05,0.03,0.03,0.04,0.04,0.04,0.03,0.02,0.02,0.02,0,0,0,0.01,0.04,0.02,0,0.02,0,0.05,0.11,0.09
ADGRE5,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.01,0.01,0.01,0,0,0,0.02,0.03,0.01,0,0.03,0.01,0.05,0.08,0.02
CLEC17A,0.07,0.07,0.07,0.05,0.04,0.06,0.04,0.04,0.05,0.02,0.02,0.02,0,0,0,0.02,0.12,0.07,0.02,0.09,0.05,0.03,0.12,0.08
DDX39A,0.06,0.05,0.08,0.05,0.05,0.05,0.03,0.02,0.03,0.01,0.01,0.01,0,0,0,0.01,0.06,0.04,0.01,0.07,0.03,0.03,0.12,0.07
DNAJB1,0.09,0.09,0.09,0.06,0.06,0.06,0.02,0.01,0.02,0.01,0.01,0.01,0,0,0,0.03,0.07,0.02,0.01,0.09,0.04,0.04,0.07,0.05
GIPC1,0.07,0.07,0.06,0.04,0.05,0.05,0.04,0.04,0.03,0.02,0.02,0.02,0,0,0,0.01,0.07,0.02,0,0.1,0.03,0.02,0.06,0.03
NDUFB7,0.0769230769230769,0.0769230769230769,0.0729166666666667,0.0561797752808989,0.0561797752808989,0.0520833333333333,0.0333333333333333,0.0222222222222222,0.0210526315789474,0.0106382978723404,0.0106382978723404,0.0104166666666667,0,0,0,0.01,0.1,0.07,0.03,0.09,0.08,0.03,0.1,0.05
PKN1,0.04,0.04,0.06,0.03,0.03,0.03,0.04,0.04,0.05,0.03,0.03,0.03,0,0,0.01,0.04,0.1,0.08,0,0.04,0.02,0.06,0.13,0.11
PTGER1,0.05,0.05,0.06,0.02,0.02,0.03,0.03,0.03,0.04,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.09,0.04,0.01,0.07,0.01,0.02,0.09,0.06
TECR,0.06,0.06,0.06,0.04,0.03,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0,0,0,0.04,0.06,0.05,0.03,0.05,0.04,0.07,0.06,0.07
ZNF333,0.08,0.07,0.09,0.05,0.05,0.05,0.07,0.06,0.07,0.02,0.02,0.02,0,0,0,0,0.09,0.03,0,0.06,0.02,0.02,0.12,0.07
