Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.11,0.12,0.12,0.09,0.07,0.09,0.11,0.12,0.12,0.03,0.03,0.03,0.02,0.02,0.03,0.01,0.42,0.37,0,0.37,0.35,0.04,0.34,0.3
ADGRE3,0.15,0.14,0.15,0.09,0.07,0.09,0.14,0.13,0.15,0.02,0.02,0.02,0.01,0.01,0.01,0.04,0.43,0.38,0,0.36,0.29,0.06,0.34,0.35
ADGRE5,0.09,0.09,0.1,0.09,0.1,0.1,0.08,0.09,0.1,0.03,0.03,0.03,0.01,0.01,0.01,0.04,0.64,0.59,0,0.54,0.49,0.05,0.47,0.44
CLEC17A,0.11,0.11,0.14,0.11,0.09,0.1,0.11,0.11,0.14,0.02,0.02,0.02,0,0,0,0.02,0.31,0.25,0.01,0.29,0.19,0.02,0.27,0.23
DDX39A,0.07,0.07,0.1,0.04,0.03,0.06,0.07,0.07,0.1,0,0,0,0.01,0,0.01,0.02,0.3,0.26,0.01,0.23,0.23,0.04,0.3,0.27
DNAJB1,0.09,0.09,0.09,0.07,0.07,0.09,0.08,0.08,0.09,0.02,0.02,0.02,0.01,0.01,0.01,0.03,0.35,0.26,0.02,0.32,0.27,0.03,0.25,0.22
GIPC1,0.11,0.11,0.11,0.03,0.04,0.05,0.1,0.1,0.1,0.01,0.01,0.01,0,0,0,0.02,0.29,0.21,0.01,0.22,0.18,0.04,0.26,0.23
NDUFB7,0.127659574468085,0.127659574468085,0.148936170212766,0.0860215053763441,0.0752688172043011,0.0967741935483871,0.0851063829787234,0.0851063829787234,0.117021276595745,0.0104166666666667,0.0104166666666667,0.0104166666666667,0,0,0.01,0.02,0.21,0.19,0.02,0.21,0.19,0.03,0.17,0.18
PKN1,0.05,0.05,0.07,0.04,0.04,0.04,0.05,0.05,0.07,0.03,0.03,0.03,0,0,0,0,0.44,0.36,0,0.39,0.36,0.01,0.36,0.34
PTGER1,0.1,0.1,0.12,0.07,0.07,0.1,0.09,0.09,0.12,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.3,0.27,0.01,0.27,0.24,0.05,0.27,0.21
TECR,0.13,0.13,0.15,0.12,0.13,0.14,0.12,0.12,0.12,0,0,0,0,0,0,0.02,0.27,0.27,0.01,0.3,0.23,0.02,0.22,0.2
ZNF333,0.1,0.11,0.12,0.11,0.09,0.12,0.1,0.11,0.12,0.02,0.02,0.02,0.01,0.01,0.03,0.03,0.51,0.47,0,0.44,0.32,0.05,0.4,0.4
