Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.09,0.09,0.09,0.11,0.09,0.1,0.09,0.09,0.09,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.03
ADGRE3,0.37,0.35,0.35,0.17,0.17,0.19,0.36,0.35,0.35,0.18,0.19,0.19,0.13,0.13,0.13,0.6,0.2,0.61
ADGRE5,0.42,0.41,0.41,0.25,0.23,0.24,0.41,0.4,0.4,0.23,0.24,0.24,0.09,0.08,0.08,0.63,0.17,0.67
CLEC17A,0.07,0.07,0.07,0.03,0.03,0.04,0.05,0.05,0.08,0.03,0.03,0.03,0.02,0.02,0.02,0.05,0.04,0.06
DDX39A,0.08,0.07,0.07,0.06,0.04,0.07,0.08,0.07,0.07,0.03,0.03,0.03,0,0,0,0.03,0.01,0.06
DNAJB1,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.02,0.02,0.02,0.04,0.04,0.06
GIPC1,0.07,0.08,0.06,0.05,0.04,0.05,0.04,0.03,0.03,0.08,0.08,0.08,0.01,0.01,0.01,0.02,0.02,0.04
NDUFB7,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.032258064516129,0.043010752688172,0.043010752688172,0.0105263157894737,0.0105263157894737,0.0210526315789474,0,0,0,0,0,0,0.01,0,0.03
PKN1,0.07,0.07,0.08,0.05,0.07,0.07,0.06,0.06,0.07,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.01,0.02
PTGER1,0.05,0.05,0.06,0.05,0.06,0.06,0.05,0.05,0.06,0.07,0.06,0.06,0.02,0.02,0.01,0.04,0.02,0.03
TECR,0.24,0.25,0.25,0.12,0.12,0.13,0.23,0.25,0.22,0.11,0.11,0.11,0.03,0.03,0.03,0.25,0.11,0.29
ZNF333,0.1,0.11,0.1,0.12,0.13,0.13,0.1,0.11,0.1,0.05,0.05,0.05,0,0,0,0,0,0.03
