Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.06,0.07,0.08,0.05,0.05,0.06,0.06,0.07,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0.08
ADGRE3,0.33,0.32,0.39,0.18,0.18,0.21,0.31,0.31,0.36,0.21,0.21,0.21,0.11,0.11,0.05,0.48,0.18,0.49
ADGRE5,0.47,0.47,0.51,0.22,0.21,0.24,0.46,0.46,0.5,0.23,0.23,0.23,0.1,0.1,0.08,0.54,0.17,0.56
CLEC17A,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.08,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.03
DDX39A,0.05,0.05,0.06,0.05,0.04,0.05,0.04,0.05,0.05,0.03,0.03,0.03,0.02,0.03,0.04,0.04,0.04,0.02
DNAJB1,0.08,0.08,0.09,0.04,0.04,0.05,0.07,0.07,0.1,0.05,0.05,0.05,0,0.01,0.01,0.02,0.02,0.06
GIPC1,0.09,0.09,0.09,0.06,0.06,0.06,0.08,0.08,0.09,0.04,0.04,0.04,0.01,0.01,0.01,0.03,0.01,0.08
NDUFB7,0.0860215053763441,0.0869565217391304,0.101010101010101,0.043956043956044,0.0444444444444444,0.0505050505050505,0.032258064516129,0.0326086956521739,0.0404040404040404,0,0,0,0.01,0.01,0.01,0.01,0,0.04
PKN1,0.04,0.04,0.09,0.09,0.1,0.11,0.04,0.05,0.08,0.02,0.02,0.02,0.01,0.01,0.02,0.03,0.01,0.08
PTGER1,0.03,0.03,0.04,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.02,0.03
TECR,0.21,0.21,0.25,0.13,0.12,0.13,0.19,0.18,0.2,0.13,0.13,0.13,0.02,0.02,0.02,0.28,0.15,0.31
ZNF333,0.03,0.03,0.04,0.05,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.04,0.02,0.05
