Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.07,0.06,0.08,0.07,0.07,0.06,0.08,0.06,0.07,0.04,0.04,0.04,0,0,0,0.02,0,0.05
ADGRE3,0.35,0.34,0.33,0.17,0.17,0.17,0.34,0.31,0.32,0.03,0.02,0.02,0.01,0.01,0.01,0.11,0,0.15
ADGRE5,0.46,0.46,0.47,0.19,0.19,0.19,0.45,0.45,0.46,0.07,0.07,0.07,0.01,0.01,0.01,0.21,0,0.42
CLEC17A,0.09,0.08,0.1,0.04,0.04,0.05,0.07,0.06,0.08,0,0,0,0,0,0,0.02,0.01,0.06
DDX39A,0.1,0.1,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.01,0.01,0.01,0,0,0,0.01,0,0.04
DNAJB1,0.06,0.06,0.06,0.05,0.04,0.04,0.04,0.04,0.03,0.02,0.02,0.02,0,0,0,0,0,0.02
GIPC1,0.07,0.06,0.08,0.05,0.05,0.04,0.06,0.05,0.06,0,0,0,0,0,0,0.01,0,0.02
NDUFB7,0.0952380952380952,0.0952380952380952,0.105882352941176,0.0357142857142857,0.0357142857142857,0.0352941176470588,0.0595238095238095,0.0595238095238095,0.0823529411764706,0.0113636363636364,0.0112359550561798,0.0112359550561798,0,0,0,0.03,0.02,0.05
PKN1,0.1,0.1,0.1,0.05,0.06,0.06,0.1,0.1,0.1,0.04,0.03,0.03,0,0,0,0.02,0,0.05
PTGER1,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.03,0.04,0.01,0.01,0.01,0,0,0,0,0,0.03
TECR,0.15,0.16,0.14,0.08,0.09,0.11,0.1,0.12,0.11,0.04,0.04,0.05,0,0,0,0.04,0,0.1
ZNF333,0.09,0.09,0.09,0.08,0.08,0.09,0.07,0.07,0.07,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0,0.02
