Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.14,0.14,0.15,0.11,0.11,0.12,0.12,0.13,0.14,0.04,0.04,0.04,0.01,0.01,0.01,0.03,0.01,0.05
ADGRE3,0.26,0.26,0.29,0.15,0.15,0.14,0.26,0.24,0.29,0.15,0.15,0.15,0.02,0.02,0.03,0.25,0,0.34
ADGRE5,0.51,0.5,0.54,0.26,0.28,0.3,0.47,0.48,0.5,0.18,0.18,0.18,0.06,0.06,0.07,0.32,0,0.43
CLEC17A,0.09,0.09,0.09,0.07,0.08,0.08,0.09,0.09,0.1,0.03,0.03,0.03,0.01,0.01,0.01,0.02,0.01,0.04
DDX39A,0.06,0.06,0.06,0.03,0.04,0.06,0.06,0.06,0.06,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.02,0.05
DNAJB1,0.05,0.05,0.06,0.04,0.04,0.04,0.05,0.04,0.05,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02
GIPC1,0.07,0.06,0.07,0.04,0.03,0.03,0.07,0.06,0.06,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.05
NDUFB7,0.0909090909090909,0.0909090909090909,0.102272727272727,0.0476190476190476,0.0476190476190476,0.0470588235294118,0.0795454545454545,0.0681818181818182,0.0795454545454545,0,0,0,0.02,0.02,0.02,0.03,0.02,0.03
PKN1,0.1,0.09,0.1,0.02,0.04,0.04,0.07,0.08,0.07,0.05,0.05,0.05,0.02,0.02,0.03,0.02,0,0.04
PTGER1,0.13,0.13,0.14,0.04,0.05,0.05,0.12,0.12,0.12,0.04,0.04,0.04,0.02,0.02,0.05,0.01,0.02,0.04
TECR,0.25,0.26,0.26,0.15,0.16,0.17,0.24,0.24,0.24,0.06,0.06,0.06,0.01,0.01,0.01,0.13,0.01,0.17
ZNF333,0.05,0.05,0.08,0.06,0.07,0.08,0.05,0.05,0.07,0.06,0.06,0.06,0.01,0.01,0.01,0.03,0.02,0.03
