Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.03,0.04,0.07,0.05,0.05,0.09,0.03,0.03,0.07,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.05
ADGRE3,0.17,0.18,0.28,0.09,0.1,0.17,0.17,0.18,0.28,0.09,0.08,0.08,0.1,0.1,0.03,0.3,0,0.37
ADGRE5,0.17,0.15,0.27,0.09,0.1,0.17,0.17,0.15,0.25,0.14,0.13,0.13,0.1,0.11,0.03,0.37,0,0.53
CLEC17A,0.09375,0.0833333333333333,0.112244897959184,0.0736842105263158,0.0526315789473684,0.0612244897959184,0.0625,0.0625,0.102040816326531,0.0306122448979592,0.0408163265306122,0.0404040404040404,0,0,0,0.02,0.03,0.05
DDX39A,0.03,0.04,0.07,0.04,0.03,0.03,0.01,0.01,0.06,0.05,0.05,0.05,0,0,0.01,0.01,0,0.03
DNAJB1,0.0333333333333333,0.0340909090909091,0.0842105263157895,0.0340909090909091,0.0235294117647059,0.0526315789473684,0.0333333333333333,0.0340909090909091,0.0631578947368421,0.0645161290322581,0.0645161290322581,0.0612244897959184,0,0,0,0,0,0.01
GIPC1,0.074468085106383,0.0645161290322581,0.142857142857143,0.0434782608695652,0.0222222222222222,0.112244897959184,0.0638297872340425,0.0537634408602151,0.102040816326531,0.0206185567010309,0.0103092783505155,0.0101010101010101,0,0,0,0.02,0,0.04
NDUFB7,0.151515151515152,0.15625,0.254901960784314,0.0869565217391304,0.0555555555555556,0.142857142857143,0.0303030303030303,0.03125,0.0784313725490196,0,0,0.0158730158730159,0,0,0,0.02,0.02,0.04
PKN1,0.09,0.07,0.13,0.07,0.07,0.1,0.08,0.07,0.12,0.03,0.03,0.03,0.03,0.03,0.03,0.01,0.02,0.04
PTGER1,0.09,0.09,0.16,0.0202020202020202,0.0306122448979592,0.07,0.07,0.07,0.15,0.02,0.02,0.02,0.01,0.01,0.01,0.04,0.02,0.06
TECR,0.117021276595745,0.127659574468085,0.23469387755102,0.0860215053763441,0.0537634408602151,0.142857142857143,0.106382978723404,0.117021276595745,0.183673469387755,0.0606060606060606,0.0707070707070707,0.0707070707070707,0.01,0.01,0,0.08,0,0.19
ZNF333,0.06,0.07,0.12,0.04,0.04,0.1,0.06,0.07,0.12,0.05,0.06,0.06,0,0,0,0,0.01,0.03
