Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skat_int,burden_int
ADGRE2,0.06,0.07,0.12,0.02,0.02,0.06,0.06,0.07,0.12,0.01,0.01,0.01,0,0,0.01,0.02,0.01,0.05
ADGRE3,0.25,0.24,0.27,0.15,0.13,0.15,0.24,0.23,0.24,0.17,0.17,0.17,0.05,0.05,0.03,0.34,0,0.51
ADGRE5,0.33,0.32,0.38,0.15,0.16,0.18,0.32,0.32,0.37,0.19,0.19,0.19,0.05,0.06,0.02,0.35,0,0.45
CLEC17A,0.0606060606060606,0.0606060606060606,0.08,0.0306122448979592,0.0306122448979592,0.0404040404040404,0.0404040404040404,0.0404040404040404,0.06,0.0101010101010101,0.0101010101010101,0.01,0.02,0.02,0.02,0.02,0,0.05
DDX39A,0.07,0.09,0.09,0.01,0.01,0.02,0.04,0.03,0.08,0.04,0.05,0.05,0,0,0.01,0.03,0,0.06
DNAJB1,0.1,0.1,0.12,0.05,0.07,0.07,0.09,0.1,0.11,0.05,0.04,0.04,0.01,0.01,0.01,0.01,0.01,0.04
GIPC1,0.101010101010101,0.0808080808080808,0.0909090909090909,0.0404040404040404,0.0404040404040404,0.0505050505050505,0.0808080808080808,0.0707070707070707,0.0909090909090909,0.02,0.02,0.02,0.01,0.01,0.03,0.04,0.03,0.05
NDUFB7,0.136363636363636,0.106060606060606,0.12,0.137254901960784,0.12,0.114754098360656,0.0454545454545455,0.0454545454545455,0.0533333333333333,0,0,0,0,0,0.01,0.04,0.04,0.05
PKN1,0.07,0.07,0.09,0.05,0.04,0.05,0.07,0.07,0.08,0.01,0.01,0.01,0.02,0.02,0.02,0.04,0.01,0.05
PTGER1,0.06,0.06,0.06,0.03,0.02,0.04,0.05,0.05,0.05,0.03,0.03,0.03,0.01,0.01,0.01,0.01,0,0.01
TECR,0.252525252525253,0.222222222222222,0.23,0.121212121212121,0.121212121212121,0.12,0.222222222222222,0.181818181818182,0.2,0.13,0.13,0.13,0.01,0.01,0,0.13,0,0.19
ZNF333,0.07,0.07,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.04,0.04,0.04,0.01,0.01,0.01,0.03,0,0.05
