Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.06,0.04,0.04,0.04,0.02,0.02,0.05,0.02,0.02,0.01,0.01,0.01,0,0,0,0.03,0.03,0.03,0.01,0.01,0.01,0.03,0.08,0.06
ADGRE3,0.11,0.07,0.05,0.09,0.05,0.03,0.07,0.03,0.04,0.05,0.04,0.04,0,0,0,0.04,0.03,0.03,0.02,0.03,0,0.05,0.05,0.03
ADGRE5,0.12,0.04,0.05,0.06,0.02,0.03,0.09,0.04,0.05,0.04,0.03,0.03,0,0,0,0.01,0.06,0.03,0,0.04,0.02,0.01,0.07,0.06
CLEC17A,0.06,0.05,0.05,0.05,0.02,0.03,0.02,0.01,0.02,0.02,0.02,0.02,0,0,0,0.01,0.03,0,0,0.05,0,0.02,0.04,0.04
DDX39A,0.06,0.04,0.04,0.04,0.02,0.02,0.03,0.02,0.02,0.01,0.01,0.01,0,0,0,0,0.02,0,0,0.01,0,0.01,0.03,0.01
DNAJB1,0.08,0.05,0.06,0.07,0.03,0.03,0.05,0.02,0.02,0.02,0.02,0.02,0,0,0,0.04,0.02,0.02,0.01,0.02,0.01,0.04,0.03,0.03
GIPC1,0.05,0.06,0.06,0.03,0.03,0.03,0.02,0.03,0.03,0.0101010101010101,0.0101010101010101,0.0101010101010101,0,0,0,0.02,0.02,0,0.01,0.01,0,0.06,0.04,0.03
NDUFB7,0.0813953488372093,0.0232558139534884,0.0340909090909091,0.0697674418604651,0.0116279069767442,0.0113636363636364,0,0,0,0,0,0,0,0,0,0.01,0.06,0.03,0.01,0.06,0.04,0.01,0.03,0
PKN1,0.09,0.04,0.04,0.04,0.03,0.03,0.06,0.04,0.02,0.02,0.01,0.01,0,0,0,0.03,0.07,0.04,0,0.03,0.01,0.05,0.1,0.09
PTGER1,0.08,0.06,0.06,0.01,0.02,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0,0,0,0.04,0.04,0.02,0.02,0.04,0.01,0.05,0.04,0.02
TECR,0.0606060606060606,0.0303030303030303,0.0404040404040404,0.0404040404040404,0.0202020202020202,0.0202020202020202,0.0101010101010101,0,0,0,0,0,0,0,0,0.03,0.04,0.01,0.01,0.06,0.04,0.04,0.06,0.04
ZNF333,0.07,0.07,0.09,0.05,0.04,0.04,0.04,0.04,0.05,0.01,0.01,0.01,0,0,0,0,0.03,0.03,0,0,0,0.03,0.07,0.06
