Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.03,0.03,0.01,0.03,0.03,0,0.01,0.01,0.02,0.21,0.11,0,0,0,0.03,0.33,0.22
ADGRE3,0.07,0.06,0.06,0.08,0.04,0.04,0.07,0.06,0.06,0.07,0.07,0.07,0.01,0.01,0.01,0.04,0.15,0.12,0.01,0.01,0.01,0.07,0.24,0.17
ADGRE5,0.08,0.05,0.05,0.06,0.05,0.04,0.08,0.05,0.05,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.26,0.22,0,0,0,0.04,0.36,0.31
CLEC17A,0.06,0.04,0.04,0.03,0.02,0.02,0.03,0.01,0.01,0.01,0.02,0.02,0.03,0.01,0.01,0.01,0.08,0.07,0.02,0.01,0.01,0.04,0.16,0.16
DDX39A,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.01,0.01,0.04,0.12,0.08,0.01,0.02,0,0.07,0.15,0.15
DNAJB1,0.05,0.07,0.07,0.05,0.06,0.06,0.04,0.05,0.05,0.03,0.04,0.04,0.02,0.02,0.02,0.05,0.1,0.07,0.03,0.02,0.02,0.06,0.14,0.11
GIPC1,0.07,0.07,0.07,0.08,0.05,0.05,0.06,0.05,0.05,0.01,0.02,0.02,0.01,0,0,0.04,0.1,0.08,0.02,0.01,0.01,0.01,0.13,0.1
NDUFB7,0.0638297872340425,0.0860215053763441,0.0860215053763441,0.0425531914893617,0.032967032967033,0.0326086956521739,0.0106382978723404,0.032258064516129,0.032258064516129,0,0,0,0,0,0,0.01,0.09,0.05,0,0.03,0.02,0.02,0.1,0.07
PKN1,0.07,0.06,0.06,0.03,0.02,0.03,0.07,0.04,0.04,0.02,0.03,0.03,0.01,0,0,0.02,0.27,0.25,0.01,0,0.01,0.03,0.37,0.34
PTGER1,0.1,0.07,0.06,0.03,0.05,0.05,0.08,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.07,0.04,0.01,0,0,0.03,0.16,0.13
TECR,0.09,0.04,0.04,0.05,0.04,0.04,0.03,0.02,0.02,0.04,0.05,0.05,0.03,0.01,0.01,0.04,0.17,0.12,0,0.03,0.03,0.06,0.23,0.19
ZNF333,0.11,0.08,0.09,0.07,0.07,0.08,0.07,0.05,0.05,0.05,0.05,0.05,0.02,0.04,0.04,0.01,0.23,0.11,0,0.04,0.01,0.05,0.31,0.23
