Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.11,0.1,0.1,0.07,0.12,0.12,0.11,0.1,0.1,0.01,0,0,0,0,0,0.02,0.63,0.56,0,0.64,0.61,0.05,0.15,0.16
ADGRE3,0.22,0.04,0.04,0.15,0.05,0.06,0.21,0.04,0.04,0.01,0.01,0.01,0,0,0,0.01,0.52,0.46,0,0.56,0.53,0.02,0.14,0.17
ADGRE5,0.14,0.05,0.05,0.1,0.08,0.09,0.14,0.05,0.05,0,0,0,0.01,0,0,0,0.58,0.54,0,0.63,0.54,0.02,0.16,0.19
CLEC17A,0.15,0.11,0.11,0.1,0.08,0.08,0.14,0.11,0.11,0.02,0.01,0.01,0,0,0,0,0.45,0.38,0,0.47,0.43,0.02,0.2,0.22
DDX39A,0.27,0.09,0.09,0.2,0.04,0.04,0.25,0.09,0.09,0.03,0.04,0.04,0,0,0,0.01,0.42,0.4,0,0.44,0.41,0.01,0.16,0.15
DNAJB1,0.13,0.08,0.09,0.09,0.04,0.05,0.13,0.08,0.09,0.01,0,0,0,0,0,0,0.37,0.35,0,0.51,0.42,0.04,0.13,0.16
GIPC1,0.25,0.07,0.07,0.16,0.04,0.04,0.24,0.07,0.07,0.05,0.03,0.03,0,0,0,0,0.5,0.45,0,0.46,0.43,0.03,0.27,0.25
NDUFB7,0.221052631578947,0.135416666666667,0.145833333333333,0.159574468085106,0.106382978723404,0.106382978723404,0.157894736842105,0.09375,0.09375,0.0217391304347826,0.0106382978723404,0.0106382978723404,0,0,0,0.02,0.27,0.27,0.02,0.27,0.25,0.02,0.18,0.2
PKN1,0.14,0.07,0.07,0.1,0.09,0.08,0.14,0.06,0.07,0.01,0.01,0.01,0,0,0,0.01,0.65,0.59,0.01,0.7,0.66,0.04,0.16,0.14
PTGER1,0.21,0.13,0.13,0.15,0.07,0.07,0.21,0.13,0.13,0,0,0,0,0,0,0.01,0.48,0.4,0,0.47,0.43,0.04,0.19,0.16
TECR,0.14,0.08,0.1,0.13,0.07,0.08,0.13,0.07,0.09,0,0,0.01,0,0,0,0,0.31,0.3,0,0.32,0.31,0.01,0.12,0.1
ZNF333,0.18,0.09,0.09,0.15,0.1,0.11,0.18,0.08,0.08,0,0,0,0,0,0,0.01,0.6,0.58,0,0.62,0.63,0.01,0.23,0.24
