Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.08,0.03,0.03,0.09,0.03,0.05,0.08,0.03,0.03,0.04,0.03,0.03,0.01,0,0.01,0.03,0.14,0.06,0,0.19,0.09,0.03,0.1,0.07
ADGRE3,0.08,0.04,0.03,0.04,0.01,0.01,0.08,0.04,0.03,0.01,0.01,0.01,0,0.01,0.01,0.02,0.12,0.09,0,0.16,0.09,0.05,0.07,0.08
ADGRE5,0.1,0.04,0.04,0.05,0.04,0.04,0.1,0.04,0.04,0.03,0.04,0.04,0.02,0.03,0.01,0.03,0.1,0.07,0.02,0.14,0.09,0.05,0.05,0.03
CLEC17A,0.122448979591837,0.06,0.07,0.0408163265306122,0.04,0.04,0.0918367346938776,0.03,0.04,0.0303030303030303,0.03,0.03,0.01,0.02,0.02,0.02,0.1,0.04,0.03,0.15,0.11,0.01,0.06,0.04
DDX39A,0.04,0.03,0.02,0.01,0.01,0.01,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0,0.03,0.11,0.07,0,0.12,0.08,0.05,0.07,0.07
DNAJB1,0.13,0.05,0.05,0.06,0.04,0.04,0.11,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.1,0.06,0.01,0.12,0.07,0.03,0.07,0.05
GIPC1,0.1,0.05,0.07,0.06,0.03,0.04,0.06,0.05,0.06,0.03,0.03,0.03,0,0.01,0.01,0.05,0.13,0.1,0.03,0.14,0.07,0.09,0.06,0.07
NDUFB7,0.134328358208955,0.101449275362319,0.125,0.0545454545454545,0.0508474576271186,0.05,0.0298507462686567,0,0,0,0,0,0,0,0,0.01,0.09,0.05,0.03,0.09,0.08,0.02,0.07,0.02
PKN1,0.12,0.07,0.1,0.07,0.03,0.05,0.12,0.07,0.09,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.19,0.14,0,0.21,0.13,0.07,0.13,0.13
PTGER1,0.08,0.07,0.06,0.04,0.0404040404040404,0.04,0.08,0.04,0.04,0.01,0.01,0.01,0,0.01,0.01,0.03,0.15,0.09,0.03,0.14,0.1,0.04,0.11,0.08
TECR,0.173469387755102,0.0833333333333333,0.0721649484536082,0.112244897959184,0.0421052631578947,0.0412371134020619,0.122448979591837,0.0520833333333333,0.0618556701030928,0.0202020202020202,0.0206185567010309,0.0204081632653061,0,0,0,0.02,0.15,0.11,0.02,0.21,0.14,0.05,0.11,0.09
ZNF333,0.06,0.08,0.04,0.07,0.03,0.02,0.06,0.05,0.05,0.06,0.07,0.07,0,0,0,0.03,0.1,0.09,0,0.15,0.08,0.07,0.08,0.12
