Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.12,0.09,0.1,0.11,0.06,0.06,0.12,0.09,0.1,0.06,0.06,0.06,0.03,0.04,0.04,0.03,0.14,0.11,0.02,0.18,0.14,0.06,0.11,0.12
ADGRE3,0.1,0.07,0.08,0.06,0.03,0.03,0.09,0.07,0.07,0.01,0.02,0.02,0,0,0,0.04,0.11,0.07,0,0.11,0.06,0.06,0.09,0.08
ADGRE5,0.13,0.03,0.03,0.06,0.02,0.02,0.12,0.03,0.03,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0.13,0.1,0.02,0.12,0.07,0.03,0.14,0.15
CLEC17A,0.06,0.04,0.04,0.06,0.02,0.02,0.06,0.03,0.02,0.02,0.02,0.02,0.01,0.03,0.03,0.03,0.03,0.05,0.01,0.09,0.07,0.05,0.06,0.05
DDX39A,0.09,0.06,0.06,0.06,0.03,0.02,0.07,0.06,0.06,0.07,0.07,0.07,0.04,0.03,0.03,0.04,0.11,0.1,0.01,0.16,0.09,0.07,0.08,0.08
DNAJB1,0.06,0.03,0.03,0.04,0.04,0.04,0.05,0.03,0.02,0.02,0.01,0.01,0.01,0.02,0.03,0.04,0.08,0.03,0.04,0.11,0.07,0.04,0.06,0.06
GIPC1,0.12,0.04,0.04,0.07,0.02,0.02,0.1,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.01,0.14,0.1,0,0.14,0.13,0.03,0.09,0.09
NDUFB7,0.112244897959184,0.0625,0.0625,0.0918367346938776,0.03125,0.0416666666666667,0.0612244897959184,0.0208333333333333,0,0,0,0,0.01,0.01,0.01,0.01,0.11,0.09,0.01,0.1,0.08,0.04,0.05,0.03
PKN1,0.09,0.05,0.06,0.09,0.02,0.02,0.09,0.05,0.05,0,0,0,0.02,0,0,0.02,0.13,0.09,0.02,0.15,0.13,0.04,0.08,0.05
PTGER1,0.18,0.09,0.08,0.14,0.05,0.05,0.16,0.07,0.06,0.04,0.05,0.05,0,0,0,0.01,0.13,0.09,0.01,0.14,0.1,0.02,0.14,0.15
TECR,0.1,0.05,0.05,0.06,0.03,0.04,0.07,0.03,0.04,0.04,0.04,0.04,0.02,0.02,0.02,0.04,0.07,0.04,0.01,0.08,0.05,0.02,0.04,0.06
ZNF333,0.15,0.07,0.07,0.09,0.09,0.09,0.13,0.06,0.06,0.05,0.05,0.05,0.05,0.01,0.01,0.02,0.16,0.13,0.02,0.21,0.14,0.02,0.1,0.09
