Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.1,0.03,0.04,0.08,0.02,0.02,0.09,0.03,0.03,0,0,0,0.01,0.01,0.01,0.01,0.23,0.18,0,0.18,0.16,0.06,0.17,0.17
ADGRE3,0.1,0.06,0.04,0.06,0.03,0.03,0.1,0.06,0.04,0.01,0.01,0.01,0,0,0,0,0.2,0.19,0,0.25,0.24,0,0.08,0.1
ADGRE5,0.1,0.03,0.05,0.04,0.02,0.02,0.1,0.03,0.04,0,0,0,0,0.01,0.01,0.03,0.18,0.15,0.01,0.17,0.14,0.06,0.12,0.11
CLEC17A,0.03,0.05,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.02,0.01,0.01,0,0,0,0.02,0.08,0.07,0,0.1,0.09,0.03,0.08,0.05
DDX39A,0.13,0.08,0.07,0.08,0.04,0.04,0.1,0.07,0.06,0,0.01,0.01,0,0,0,0.03,0.12,0.11,0.01,0.11,0.12,0.03,0.09,0.08
DNAJB1,0.16,0.08,0.08,0.12,0.04,0.04,0.13,0.04,0.04,0,0,0,0,0,0,0,0.17,0.14,0,0.13,0.12,0,0.1,0.1
GIPC1,0.11,0.08,0.08,0.08,0.07,0.07,0.06,0.04,0.03,0,0,0,0,0,0,0.01,0.13,0.14,0,0.17,0.14,0.03,0.11,0.11
NDUFB7,0.0888888888888889,0.0777777777777778,0.0666666666666667,0.0561797752808989,0.0224719101123595,0.0444444444444444,0.0333333333333333,0.0333333333333333,0.0444444444444444,0,0,0,0,0,0,0.03,0.11,0.1,0.03,0.12,0.11,0.05,0.07,0.09
PKN1,0.1,0.03,0.03,0.08,0.04,0.04,0.09,0.03,0.03,0.04,0.05,0.05,0,0,0,0.02,0.22,0.14,0,0.28,0.19,0.02,0.1,0.12
PTGER1,0.09,0.09,0.08,0.08,0.05,0.05,0.08,0.06,0.06,0.01,0,0,0,0,0,0.02,0.11,0.08,0,0.14,0.12,0.02,0.05,0.05
TECR,0.09,0.08,0.08,0.08,0.05,0.06,0.06,0.04,0.03,0,0,0,0,0,0,0.01,0.16,0.11,0,0.21,0.17,0.01,0.06,0.05
ZNF333,0.07,0.07,0.07,0.07,0.03,0.03,0.06,0.05,0.05,0.02,0.03,0.03,0.02,0.02,0.02,0.04,0.13,0.1,0,0.2,0.16,0.06,0.1,0.08
