Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.14,0.09,0.09,0.13,0.09,0.08,0.14,0.09,0.09,0.04,0.03,0.03,0.04,0.04,0.05,0.03,0.55,0.48,0,0.64,0.55,0.06,0.11,0.13
ADGRE3,0.16,0.08,0.1,0.14,0.06,0.07,0.16,0.07,0.09,0.02,0.02,0.02,0.03,0.03,0.04,0.02,0.48,0.42,0.01,0.51,0.49,0.06,0.16,0.13
ADGRE5,0.16,0.09,0.09,0.1,0.07,0.07,0.17,0.09,0.09,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.61,0.48,0,0.61,0.5,0.02,0.17,0.18
CLEC17A,0.13,0.06,0.06,0.1,0.01,0.02,0.13,0.05,0.06,0.01,0.01,0.01,0.03,0.02,0.02,0.04,0.43,0.4,0.01,0.5,0.47,0.08,0.11,0.14
DDX39A,0.15,0.08,0.07,0.1,0.04,0.04,0.15,0.08,0.07,0.02,0.02,0.02,0.01,0.01,0.01,0.05,0.42,0.43,0.01,0.42,0.42,0.07,0.18,0.15
DNAJB1,0.17,0.1,0.1,0.11,0.04,0.04,0.16,0.09,0.09,0.04,0.04,0.04,0.03,0.02,0.02,0.05,0.43,0.37,0.03,0.46,0.41,0.06,0.08,0.11
GIPC1,0.15,0.05,0.06,0.1,0.03,0.03,0.14,0.04,0.05,0,0.01,0.01,0.03,0.01,0.01,0.01,0.41,0.39,0.01,0.48,0.47,0.01,0.09,0.11
NDUFB7,0.161290322580645,0.0978260869565217,0.0967741935483871,0.0967741935483871,0.0659340659340659,0.0652173913043478,0.139784946236559,0.0652173913043478,0.0645161290322581,0.010752688172043,0.0108695652173913,0.010752688172043,0,0,0,0.04,0.32,0.32,0.03,0.3,0.28,0.06,0.16,0.14
PKN1,0.09,0.08,0.09,0.13,0.1,0.11,0.09,0.07,0.08,0.03,0.01,0.01,0.05,0.04,0.05,0.01,0.61,0.57,0,0.66,0.61,0.02,0.12,0.12
PTGER1,0.2,0.07,0.07,0.13,0.05,0.06,0.18,0.07,0.07,0.01,0.01,0.01,0.02,0,0,0.01,0.4,0.36,0,0.43,0.42,0.03,0.13,0.14
TECR,0.24,0.09,0.1,0.17,0.05,0.05,0.22,0.08,0.08,0.04,0.04,0.04,0.01,0.02,0.02,0.03,0.32,0.24,0.02,0.36,0.29,0.04,0.12,0.11
ZNF333,0.15,0.12,0.12,0.14,0.09,0.11,0.15,0.1,0.11,0,0.02,0.02,0.03,0.05,0.05,0.02,0.59,0.52,0,0.57,0.53,0.05,0.2,0.17
