Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.09,0.03,0.03,0.08,0.01,0,0.08,0.02,0.03,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.16,0.11,0.04,0.21,0.13,0.02,0.09,0.05
ADGRE3,0.06,0.02,0.01,0.04,0,0,0.03,0.02,0,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.12,0.05,0,0.17,0.13,0.01,0.03,0
ADGRE5,0.06,0.02,0.03,0.08,0.03,0.05,0.06,0.02,0.03,0.02,0.03,0.03,0,0.01,0.01,0.02,0.14,0.03,0,0.19,0.12,0.04,0.06,0.04
CLEC17A,0.11,0.04,0.04,0.07,0.02,0.03,0.11,0.04,0.05,0.03,0.03,0.03,0.01,0.04,0.05,0.04,0.13,0.06,0,0.16,0.11,0.09,0.12,0.08
DDX39A,0.08,0.04,0.03,0.03,0.03,0.03,0.06,0.03,0.02,0.03,0.03,0.03,0,0.03,0.04,0.02,0.13,0.07,0.01,0.21,0.14,0.04,0.05,0.05
DNAJB1,0.15,0.08,0.07,0.12,0.07,0.08,0.1,0.07,0.07,0.04,0.04,0.04,0.02,0.03,0.04,0.03,0.17,0.13,0.03,0.15,0.13,0.05,0.13,0.13
GIPC1,0.12,0.03,0.05,0.11,0.03,0.04,0.08,0.02,0.02,0.02,0.01,0.01,0,0,0,0.06,0.08,0.05,0.05,0.14,0.06,0.04,0.06,0.05
NDUFB7,0.123595505617978,0.0217391304347826,0.03,0.0574712643678161,0.0113636363636364,0.01,0.0227272727272727,0,0,0.0108695652173913,0.0106382978723404,0.0101010101010101,0.01,0.01,0.01,0.03,0.13,0.09,0.02,0.13,0.08,0.06,0.06,0.09
PKN1,0.09,0.06,0.05,0.08,0.02,0.02,0.08,0.05,0.05,0.02,0.03,0.03,0.01,0.02,0.02,0.02,0.15,0.06,0.02,0.21,0.06,0.03,0.05,0.03
PTGER1,0.07,0.02,0.04,0.05,0.01,0.01,0.06,0.02,0.01,0,0,0,0.05,0.04,0.04,0.02,0.08,0.07,0.03,0.09,0.07,0.03,0.1,0.08
TECR,0.12,0.07,0.06,0.08,0.03,0.03,0.09,0.04,0.05,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.18,0.11,0,0.19,0.15,0.01,0.06,0.05
ZNF333,0.1,0.02,0.01,0.1,0.03,0.01,0.11,0.02,0.01,0.01,0.01,0.01,0.01,0,0.01,0.02,0.12,0.04,0.02,0.16,0.12,0.04,0.05,0.02
