Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.09,0.08,0.08,0.09,0.08,0.08,0.09,0.08,0.09,0.05,0.05,0.05,0,0,0,0.03,0.11,0.08,0.01,0.13,0.08,0.03,0.14,0.1
ADGRE3,0.09,0.1,0.11,0.07,0.07,0.08,0.09,0.1,0.1,0.06,0.06,0.06,0.02,0.02,0.02,0.01,0.18,0.11,0.01,0.21,0.12,0.01,0.17,0.13
ADGRE5,0.07,0.07,0.07,0.06,0.05,0.05,0.05,0.06,0.06,0.03,0.03,0.03,0,0.01,0.01,0,0.24,0.13,0,0.21,0.1,0.02,0.23,0.15
CLEC17A,0.08,0.08,0.09,0.05,0.05,0.06,0.06,0.06,0.07,0.03,0.03,0.03,0.03,0.04,0.04,0.02,0.19,0.1,0.01,0.21,0.13,0.02,0.1,0.1
DDX39A,0.07,0.07,0.06,0.04,0.03,0.04,0.06,0.06,0.05,0.06,0.06,0.06,0.03,0.03,0.03,0.06,0.22,0.11,0.03,0.24,0.11,0.04,0.19,0.1
DNAJB1,0.12,0.12,0.1,0.03,0.03,0.03,0.1,0.1,0.1,0.07,0.07,0.07,0,0,0,0.02,0.17,0.1,0.03,0.22,0.13,0.03,0.16,0.09
GIPC1,0.1,0.12,0.09,0.06,0.04,0.04,0.09,0.1,0.09,0.03,0.03,0.03,0,0,0,0.02,0.15,0.07,0.01,0.12,0.09,0.02,0.12,0.08
NDUFB7,0.0697674418604651,0.0581395348837209,0.0581395348837209,0.0476190476190476,0.0357142857142857,0.0357142857142857,0.0348837209302326,0.0232558139534884,0.0348837209302326,0.0111111111111111,0.0111111111111111,0.0111111111111111,0.01,0.01,0.01,0.01,0.08,0.07,0,0.1,0.09,0.02,0.08,0.05
PKN1,0.07,0.08,0.08,0.08,0.06,0.08,0.07,0.08,0.08,0.05,0.05,0.05,0,0,0,0.02,0.15,0.08,0.01,0.18,0.09,0.03,0.14,0.11
PTGER1,0.09,0.09,0.1,0.08,0.08,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.03,0.03,0.01,0.04,0.19,0.12,0.02,0.15,0.13,0.07,0.22,0.15
TECR,0.13,0.12,0.15,0.13,0.12,0.13,0.12,0.11,0.15,0.05,0.06,0.06,0.02,0.02,0.02,0.02,0.16,0.08,0.01,0.17,0.13,0.06,0.13,0.12
ZNF333,0.08,0.07,0.1,0.07,0.05,0.08,0.08,0.07,0.09,0.03,0.03,0.03,0,0,0,0.03,0.24,0.19,0.02,0.19,0.13,0.04,0.26,0.2
