Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.08,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.09,0.04,0.04,0.04,0,0,0,0,0.2,0.18,0,0.14,0.13,0.02,0.15,0.17
ADGRE3,0.07,0.06,0.08,0.05,0.02,0.03,0.07,0.06,0.08,0,0,0,0,0,0,0.04,0.18,0.16,0,0.15,0.11,0.09,0.14,0.13
ADGRE5,0.04,0.04,0.06,0.03,0.05,0.07,0.04,0.04,0.05,0.04,0.05,0.05,0,0,0,0,0.15,0.12,0,0.11,0.06,0.04,0.18,0.17
CLEC17A,0.06,0.06,0.07,0.03,0.03,0.04,0.04,0.05,0.07,0.01,0.01,0.01,0,0,0,0,0.15,0.11,0,0.19,0.15,0,0.12,0.1
DDX39A,0.05,0.06,0.11,0.03,0.04,0.05,0.04,0.05,0.1,0.01,0.01,0.01,0,0,0,0.02,0.13,0.12,0,0.11,0.12,0.02,0.11,0.11
DNAJB1,0.09,0.09,0.11,0.05,0.04,0.09,0.06,0.06,0.07,0.0303030303030303,0.0303030303030303,0.0303030303030303,0,0,0,0.01,0.07,0.07,0.01,0.1,0.08,0.02,0.08,0.09
GIPC1,0.07,0.07,0.09,0.04,0.04,0.04,0.06,0.06,0.08,0.01,0.01,0.01,0,0,0,0.01,0.1,0.07,0,0.12,0.08,0.03,0.11,0.11
NDUFB7,0.046875,0.0476190476190476,0.0571428571428571,0.0196078431372549,0.0212765957446809,0.0163934426229508,0.015625,0.0158730158730159,0.0428571428571429,0,0,0,0,0,0,0,0.11,0.09,0,0.11,0.1,0.03,0.06,0.05
PKN1,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.06,0.02,0.02,0.02,0,0,0,0.04,0.2,0.19,0,0.17,0.16,0.05,0.16,0.18
PTGER1,0.07,0.06,0.07,0.06,0.04,0.08,0.07,0.06,0.07,0,0,0,0,0,0,0.01,0.16,0.12,0,0.21,0.15,0.03,0.09,0.08
TECR,0.06,0.06,0.09,0.0204081632653061,0.0102040816326531,0.05,0.06,0.06,0.08,0,0,0,0,0,0,0.02,0.14,0.11,0.01,0.14,0.13,0.03,0.09,0.1
ZNF333,0.05,0.06,0.06,0.04,0.05,0.07,0.05,0.06,0.06,0.01,0.01,0.01,0,0,0,0.02,0.13,0.14,0,0.17,0.14,0.04,0.15,0.13
