Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.07,0.07,0.09,0.09,0.1,0.1,0.07,0.07,0.09,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.4,0.19,0,0.38,0.16,0.05,0.34,0.18
ADGRE3,0.17,0.15,0.17,0.06,0.06,0.07,0.17,0.15,0.17,0.05,0.05,0.05,0.03,0.03,0.03,0.03,0.36,0.17,0.02,0.34,0.11,0.03,0.26,0.16
ADGRE5,0.09,0.08,0.12,0.11,0.09,0.1,0.09,0.08,0.12,0.06,0.06,0.06,0.03,0.03,0.03,0.04,0.51,0.27,0.01,0.46,0.26,0.07,0.44,0.25
CLEC17A,0.09,0.08,0.07,0.07,0.07,0.08,0.09,0.07,0.07,0.03,0.03,0.03,0,0,0.01,0.06,0.25,0.13,0.06,0.28,0.13,0.07,0.21,0.12
DDX39A,0.09,0.08,0.11,0.09,0.08,0.09,0.09,0.08,0.1,0.05,0.05,0.05,0,0,0.01,0.05,0.24,0.15,0,0.17,0.07,0.07,0.24,0.17
DNAJB1,0.15,0.15,0.15,0.08,0.08,0.09,0.14,0.13,0.15,0.03,0.03,0.03,0.04,0.04,0.04,0.07,0.26,0.14,0.06,0.25,0.14,0.03,0.21,0.14
GIPC1,0.11,0.12,0.11,0.04,0.04,0.06,0.1,0.11,0.11,0.04,0.04,0.04,0.05,0.05,0.05,0.06,0.26,0.18,0.04,0.28,0.17,0.02,0.22,0.13
NDUFB7,0.114583333333333,0.104166666666667,0.104166666666667,0.0842105263157895,0.0736842105263158,0.0947368421052632,0.0833333333333333,0.0729166666666667,0.0833333333333333,0.0306122448979592,0.0306122448979592,0.0306122448979592,0.04,0.04,0.05,0.06,0.2,0.15,0.09,0.24,0.16,0.05,0.11,0.09
PKN1,0.07,0.07,0.1,0.07,0.08,0.08,0.07,0.07,0.1,0,0,0,0.04,0.04,0.04,0.04,0.41,0.17,0.03,0.39,0.18,0.04,0.34,0.16
PTGER1,0.1,0.09,0.1,0.06,0.05,0.07,0.1,0.09,0.1,0.02,0.02,0.02,0.02,0.02,0.01,0.06,0.3,0.13,0.05,0.26,0.07,0.04,0.24,0.13
TECR,0.07,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.07,0.03,0.03,0.03,0,0,0.01,0.01,0.22,0.13,0.03,0.28,0.14,0.01,0.2,0.09
ZNF333,0.08,0.07,0.09,0.09,0.09,0.09,0.08,0.07,0.09,0.02,0.02,0.02,0.04,0.04,0.04,0.07,0.38,0.21,0.05,0.39,0.18,0.06,0.33,0.17
