Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0,0,0,0.01,0.09,0.05,0,0.09,0.04,0.07,0.1,0.05
ADGRE3,0.06,0.06,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.02,0.02,0.02,0,0,0,0.01,0.07,0.02,0,0.05,0.01,0.04,0.08,0.04
ADGRE5,0.06,0.06,0.05,0.03,0.05,0.05,0.04,0.04,0.04,0.05,0.06,0.06,0.01,0.01,0.02,0.03,0.06,0.02,0,0.05,0.02,0.03,0.11,0.03
CLEC17A,0.05,0.08,0.06,0.03,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.02,0.02,0.02,0.04,0.04,0.02,0.02,0.06,0.01,0.06,0.07,0.06
DDX39A,0.07,0.07,0.08,0.02,0.02,0.03,0.06,0.06,0.07,0.04,0.04,0.04,0,0,0,0,0.05,0.01,0,0.04,0.01,0.01,0.07,0.02
DNAJB1,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0,0,0,0.02,0.1,0.07,0.03,0.09,0.06,0.02,0.12,0.08
GIPC1,0.06,0.06,0.06,0.05,0.04,0.04,0.04,0.02,0.03,0.01,0.01,0.01,0,0,0,0.01,0.1,0.02,0.01,0.09,0.02,0.01,0.12,0.04
NDUFB7,0.0666666666666667,0.0659340659340659,0.0760869565217391,0.0581395348837209,0.0459770114942529,0.0555555555555556,0.0113636363636364,0.0112359550561798,0.0111111111111111,0.0108695652173913,0.0108695652173913,0.010752688172043,0,0,0,0.04,0.07,0.04,0.04,0.1,0.06,0.04,0.06,0.04
PKN1,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0,0,0,0.01,0.09,0.02,0,0.05,0.01,0.03,0.11,0.05
PTGER1,0.04,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.08,0.03,0.02,0.08,0.04,0.01,0.09,0.05
TECR,0.09,0.07,0.07,0.06,0.05,0.05,0.04,0.03,0.03,0.01,0.01,0.01,0,0,0,0.01,0.08,0.04,0.02,0.07,0.03,0.03,0.11,0.05
ZNF333,0.04,0.04,0.05,0.06,0.06,0.06,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.03,0.06,0.04,0.02,0.03,0.03,0.03,0.11,0.06
