Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.04,0.05,0.05,0.02,0.02,0.02,0.04,0.05,0.05,0.01,0.01,0.01,0.03,0.03,0.04,0.02,0.05,0.06,0.01,0.03,0.05,0.06,0.11,0.12
ADGRE3,0.05,0.05,0.06,0.02,0.03,0.03,0.05,0.05,0.05,0.01,0.01,0.01,0.04,0.04,0.03,0.02,0.08,0.05,0.01,0.04,0.03,0.06,0.07,0.06
ADGRE5,0.06,0.06,0.06,0.03,0.04,0.03,0.05,0.05,0.05,0.05,0.05,0.05,0.03,0.03,0.03,0.04,0.05,0.03,0,0.04,0.03,0.06,0.05,0.05
CLEC17A,0.06,0.05,0.05,0.02,0.03,0.03,0.04,0.04,0.04,0.02,0.02,0.02,0.05,0.05,0.05,0.01,0.04,0.05,0.02,0.07,0.06,0.01,0.05,0.04
DDX39A,0.07,0.07,0.07,0.03,0.03,0.03,0.06,0.06,0.06,0.04,0.04,0.04,0.02,0.02,0.02,0.03,0.06,0.04,0.02,0.1,0.05,0.05,0.07,0.04
DNAJB1,0.08,0.08,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.07,0.09,0.04,0.08,0.06,0.05,0.09,0.09
GIPC1,0.04,0.04,0.06,0.02,0.02,0.04,0.04,0.04,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.1,0.07,0.03,0.08,0.09,0.02,0.06,0.06
NDUFB7,0.0879120879120879,0.0879120879120879,0.10989010989011,0.043956043956044,0.043956043956044,0.043956043956044,0.0659340659340659,0.0659340659340659,0.0879120879120879,0.0210526315789474,0.0210526315789474,0.0208333333333333,0.01,0.01,0.01,0.04,0.07,0.05,0,0.07,0.05,0.07,0.06,0.04
PKN1,0.05,0.05,0.05,0.04,0.04,0.04,0.06,0.05,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.08,0.07,0.02,0.1,0.07,0.02,0.07,0.06
PTGER1,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.05,0.05,0.05,0.01,0.02,0.02,0,0.08,0.04,0,0.07,0.05,0.04,0.05,0.04
TECR,0.04,0.04,0.05,0.04,0.04,0.05,0.03,0.03,0.04,0.02,0.02,0.02,0.04,0.05,0.05,0.03,0.04,0.06,0.02,0.07,0.05,0.03,0.07,0.08
ZNF333,0.06,0.05,0.04,0.03,0.03,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0,0.01,0.02,0.03,0.06,0.04,0.02,0.07,0.07,0.04,0.06,0.07
