Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.07,0.07,0.09,0.05,0.06,0.08,0.07,0.07,0.09,0.04,0.05,0.05,0.02,0.02,0.02,0.02,0.28,0.19,0.01,0.29,0.19,0.04,0.26,0.19
ADGRE3,0.12,0.12,0.12,0.09,0.08,0.09,0.11,0.1,0.1,0.04,0.04,0.04,0,0,0,0.03,0.19,0.12,0.01,0.24,0.14,0.03,0.14,0.1
ADGRE5,0.04,0.03,0.04,0.04,0.03,0.05,0.04,0.03,0.03,0.07,0.07,0.07,0,0,0,0.04,0.23,0.14,0.02,0.23,0.15,0.04,0.2,0.15
CLEC17A,0.08,0.08,0.1,0.02,0.02,0.03,0.06,0.05,0.08,0.06,0.06,0.06,0,0,0,0.05,0.19,0.1,0.02,0.21,0.11,0.05,0.17,0.1
DDX39A,0.1,0.1,0.11,0.05,0.05,0.05,0.08,0.08,0.1,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.19,0.15,0.02,0.21,0.11,0.03,0.18,0.13
DNAJB1,0.03,0.04,0.06,0.02,0.03,0.03,0.02,0.02,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.15,0.07,0.02,0.15,0.09,0.03,0.11,0.08
GIPC1,0.09,0.09,0.1,0.08,0.07,0.07,0.06,0.05,0.08,0.01,0.01,0.01,0,0,0.01,0.01,0.19,0.11,0.01,0.21,0.1,0.04,0.16,0.12
NDUFB7,0.0941176470588235,0.0823529411764706,0.117647058823529,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.0595238095238095,0.0476190476190476,0.0833333333333333,0,0,0,0,0,0,0.05,0.22,0.17,0.01,0.18,0.17,0.06,0.18,0.11
PKN1,0.1,0.09,0.12,0.05,0.06,0.07,0.1,0.09,0.12,0.03,0.03,0.03,0.02,0.02,0.02,0.05,0.3,0.21,0.02,0.27,0.23,0.08,0.25,0.18
PTGER1,0.08,0.1,0.1,0.06,0.07,0.08,0.07,0.07,0.08,0.03,0.03,0.03,0,0,0,0.02,0.22,0.16,0,0.24,0.14,0.04,0.23,0.17
TECR,0.07,0.06,0.07,0.05,0.04,0.05,0.06,0.06,0.07,0.06,0.06,0.06,0.02,0.02,0.01,0.02,0.14,0.11,0,0.14,0.12,0.04,0.21,0.14
ZNF333,0.05,0.04,0.06,0.06,0.04,0.07,0.04,0.04,0.07,0.04,0.04,0.04,0.01,0.01,0.02,0.02,0.19,0.09,0.01,0.19,0.12,0.04,0.15,0.11
