Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.08,0.08,0.1,0.07,0.08,0.08,0.08,0.08,0.1,0.04,0.04,0.04,0,0,0,0.04,0.2,0.17,0.01,0.16,0.12,0.07,0.25,0.17
ADGRE3,0.08,0.08,0.08,0.05,0.05,0.09,0.08,0.08,0.09,0.04,0.04,0.04,0.02,0.02,0.03,0.04,0.16,0.07,0.03,0.13,0.07,0.07,0.18,0.11
ADGRE5,0.11,0.12,0.11,0.12,0.12,0.15,0.11,0.11,0.11,0.08,0.08,0.08,0,0,0,0.03,0.16,0.05,0,0.15,0.05,0.03,0.17,0.07
CLEC17A,0.1,0.1,0.12,0.06,0.06,0.05,0.09,0.09,0.11,0.02,0.02,0.02,0.01,0.01,0.01,0.03,0.15,0.07,0.02,0.15,0.08,0.02,0.15,0.08
DDX39A,0.09,0.09,0.1,0.09,0.07,0.1,0.08,0.08,0.1,0.06,0.06,0.06,0.01,0.01,0.01,0.05,0.13,0.1,0.03,0.12,0.08,0.05,0.14,0.1
DNAJB1,0.08,0.08,0.09,0.07,0.07,0.08,0.06,0.06,0.07,0.01,0.01,0.01,0.03,0.03,0.03,0.03,0.13,0.1,0.04,0.18,0.1,0.04,0.13,0.1
GIPC1,0.07,0.08,0.1,0.05,0.05,0.06,0.09,0.08,0.1,0,0,0,0,0,0.01,0.02,0.13,0.05,0.02,0.18,0.08,0.03,0.11,0.07
NDUFB7,0.0659340659340659,0.0659340659340659,0.0638297872340425,0.0344827586206897,0.0344827586206897,0.0425531914893617,0.021978021978022,0.021978021978022,0.0319148936170213,0,0,0,0,0,0,0.01,0.14,0.06,0.01,0.11,0.05,0.03,0.13,0.07
PKN1,0.07,0.07,0.11,0.05,0.07,0.09,0.07,0.07,0.11,0.03,0.03,0.03,0.01,0.01,0,0.01,0.19,0.14,0,0.24,0.1,0.03,0.17,0.15
PTGER1,0.04,0.04,0.05,0.01,0.01,0.02,0.03,0.03,0.03,0.08,0.08,0.08,0.04,0.03,0.05,0.04,0.1,0.09,0.03,0.1,0.08,0.07,0.14,0.11
TECR,0.09,0.09,0.1,0.04,0.05,0.05,0.08,0.08,0.07,0.03,0.03,0.03,0.01,0.01,0.01,0.04,0.14,0.06,0.03,0.14,0.09,0.03,0.1,0.06
ZNF333,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.02,0.02,0.02,0.01,0.01,0.02,0.04,0.17,0.12,0.01,0.17,0.13,0.06,0.14,0.1
