Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.14,0.14,0.15,0.09,0.09,0.11,0.12,0.13,0.14,0.04,0.04,0.04,0.01,0.01,0.01,0.03,0.24,0.2,0.01,0.21,0.14,0.05,0.25,0.21
ADGRE3,0.07,0.07,0.07,0.05,0.06,0.06,0.07,0.07,0.07,0.02,0.02,0.02,0.03,0.03,0.03,0.01,0.22,0.15,0,0.2,0.16,0.03,0.18,0.15
ADGRE5,0.09,0.09,0.11,0.1,0.07,0.09,0.09,0.09,0.1,0.06,0.06,0.06,0.05,0.05,0.05,0.02,0.23,0.2,0,0.23,0.21,0.03,0.25,0.22
CLEC17A,0.09,0.09,0.09,0.07,0.06,0.07,0.09,0.09,0.1,0.03,0.03,0.03,0.01,0.01,0.01,0.02,0.17,0.11,0.01,0.18,0.1,0.04,0.17,0.1
DDX39A,0.06,0.06,0.06,0.04,0.04,0.04,0.06,0.06,0.06,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.23,0.19,0.02,0.25,0.21,0.05,0.18,0.15
DNAJB1,0.05,0.05,0.06,0.03,0.03,0.03,0.05,0.04,0.05,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.17,0.12,0.01,0.18,0.15,0.02,0.15,0.13
GIPC1,0.07,0.06,0.07,0.04,0.03,0.03,0.07,0.06,0.06,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.13,0.09,0.03,0.16,0.11,0.05,0.12,0.1
NDUFB7,0.0909090909090909,0.0909090909090909,0.102272727272727,0.0588235294117647,0.0588235294117647,0.0459770114942529,0.0795454545454545,0.0681818181818182,0.0795454545454545,0,0,0,0.02,0.02,0.02,0.03,0.13,0.08,0.02,0.16,0.12,0.03,0.11,0.09
PKN1,0.1,0.09,0.1,0.04,0.04,0.05,0.07,0.08,0.07,0.05,0.05,0.05,0.02,0.02,0.03,0.02,0.23,0.18,0,0.27,0.2,0.04,0.27,0.23
PTGER1,0.13,0.13,0.14,0.04,0.06,0.06,0.12,0.12,0.12,0.04,0.04,0.04,0.02,0.02,0.05,0.01,0.16,0.16,0.02,0.19,0.15,0.04,0.16,0.14
TECR,0.08,0.08,0.08,0.08,0.07,0.09,0.06,0.06,0.06,0.04,0.04,0.04,0.01,0.01,0.01,0.02,0.18,0.14,0.01,0.16,0.12,0.02,0.18,0.11
ZNF333,0.05,0.05,0.08,0.04,0.05,0.06,0.05,0.05,0.07,0.06,0.06,0.06,0.01,0.01,0.01,0.03,0.17,0.16,0.02,0.2,0.16,0.03,0.16,0.17
