Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.08,0.08,0.09,0.06,0.06,0.06,0.02,0.01,0.02,0.03,0.03,0.03,0,0,0,0.02,0.04,0.04,0,0.02,0.02,0.03,0.07,0.08
ADGRE3,0.07,0.07,0.07,0.05,0.05,0.04,0.02,0,0,0.02,0.02,0.02,0,0,0,0.03,0,0.01,0,0,0,0.05,0.05,0.06
ADGRE5,0.07,0.07,0.07,0.06,0.06,0.06,0.01,0.01,0.01,0.02,0.02,0.02,0,0,0,0.06,0.03,0.02,0,0,0,0.06,0.06,0.06
CLEC17A,0.03,0.02,0.03,0.01,0.02,0.01,0,0,0,0,0,0,0,0,0,0.02,0.04,0.02,0,0.02,0,0.01,0.06,0.05
DDX39A,0.09,0.09,0.08,0.06,0.07,0.07,0.0101010101010101,0.0101010101010101,0.0101010101010101,0,0,0,0,0,0,0.01,0.04,0.03,0,0.02,0.02,0.02,0.06,0.05
DNAJB1,0.11,0.12,0.12,0.08,0.07,0.08,0.0101010101010101,0.0303030303030303,0.0303030303030303,0,0,0,0,0,0,0.03,0.05,0.05,0,0.03,0.03,0.04,0.11,0.11
GIPC1,0.07,0.06,0.07,0.03,0.03,0.04,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0,0.01,0,0.04,0.06,0.07
NDUFB7,0.037037037037037,0.0375,0.0487804878048781,0.012987012987013,0.0263157894736842,0.025,0,0,0,0,0,0,0,0,0,0,0.04,0.03,0,0.03,0.03,0,0.05,0.06
PKN1,0.04,0.04,0.04,0,0.01,0.01,0.04,0.04,0.04,0.02,0.02,0.02,0,0,0,0.04,0.02,0.01,0,0,0,0.06,0.04,0.05
PTGER1,0.08,0.07,0.08,0.04,0.03,0.03,0.05,0.05,0.05,0.0101010101010101,0.0101010101010101,0.0101010101010101,0,0,0,0.03,0.06,0.05,0,0.04,0.04,0.03,0.09,0.07
TECR,0.05,0.05,0.05,0.03,0.03,0.03,0.0102040816326531,0.0102040816326531,0.0102040816326531,0,0,0,0,0,0,0.02,0.01,0.01,0,0,0,0.03,0.01,0.01
ZNF333,0.05,0.04,0.04,0.02,0.02,0.02,0.04,0.04,0.04,0.01,0.01,0.01,0,0,0,0,0.03,0.03,0,0.02,0.02,0,0.05,0.04
