Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.08,0.07,0.07,0.03,0.03,0.03,0.06,0.05,0.04,0.02,0.02,0.02,0,0,0,0.02,0.07,0.08,0.01,0.07,0.06,0.03,0.1,0.11
ADGRE3,0.04,0.03,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0.1,0.09,0,0.06,0.07,0.04,0.1,0.14
ADGRE5,0.02,0.03,0.03,0.03,0.02,0.04,0.02,0.02,0.02,0.03,0.03,0.03,0,0,0,0,0.1,0.08,0,0.13,0.06,0.04,0.13,0.09
CLEC17A,0.08,0.07,0.07,0.06,0.05,0.05,0.03,0.02,0.03,0.01,0.01,0.01,0,0,0,0.03,0.1,0.06,0,0.1,0.07,0.04,0.13,0.09
DDX39A,0.06,0.06,0.06,0.06,0.05,0.07,0.04,0.04,0.04,0.02,0.01,0.01,0,0,0,0.05,0.03,0.03,0,0.06,0.06,0.07,0.11,0.04
DNAJB1,0.1,0.08,0.08,0.06,0.05,0.05,0.04,0.03,0.03,0.01,0.01,0.01,0,0,0,0.03,0.09,0.03,0.01,0.05,0.03,0.03,0.06,0.06
GIPC1,0.08,0.08,0.07,0.07,0.07,0.07,0.05,0.05,0.05,0.01,0.01,0.01,0,0,0,0.02,0.09,0.07,0,0.08,0.08,0.04,0.14,0.14
NDUFB7,0.0833333333333333,0.0823529411764706,0.0919540229885057,0.025,0.025,0.0240963855421687,0.0121951219512195,0.0120481927710843,0.0117647058823529,0,0,0,0,0,0,0,0.05,0.03,0,0.05,0.04,0,0.1,0.07
PKN1,0.05,0.05,0.07,0.03,0.04,0.04,0.06,0.05,0.06,0.03,0.03,0.03,0,0,0,0.01,0.07,0.06,0,0.08,0.06,0.02,0.1,0.08
PTGER1,0.1,0.1,0.11,0.05,0.05,0.06,0.09,0.09,0.09,0.04,0.04,0.04,0,0,0,0.07,0.08,0.05,0,0.07,0.03,0.08,0.1,0.09
TECR,0.05,0.05,0.05,0.04,0.03,0.03,0.04,0.03,0.03,0.0505050505050505,0.0505050505050505,0.0505050505050505,0,0,0,0.06,0.1,0.08,0.01,0.08,0.08,0.05,0.11,0.1
ZNF333,0.02,0.02,0.02,0,0,0,0.01,0.01,0.02,0.01,0.01,0.01,0,0,0,0.03,0.03,0.03,0.04,0.01,0.02,0.03,0.08,0.06
