Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.07,0.06,0.08,0.04,0.04,0.04,0.08,0.06,0.07,0.04,0.04,0.04,0,0,0,0.02,0.19,0.19,0,0.21,0.2,0.05,0.2,0.16
ADGRE3,0.07,0.07,0.07,0.09,0.08,0.07,0.05,0.07,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.2,0,0.23,0.21,0.07,0.19,0.21
ADGRE5,0.06,0.07,0.07,0.04,0.03,0.04,0.06,0.06,0.07,0,0,0,0.01,0.01,0.01,0.02,0.23,0.16,0,0.18,0.14,0.04,0.17,0.16
CLEC17A,0.09,0.08,0.1,0.06,0.06,0.06,0.07,0.06,0.08,0,0,0,0,0,0,0.02,0.15,0.13,0.01,0.19,0.16,0.06,0.14,0.15
DDX39A,0.1,0.1,0.09,0.13,0.12,0.11,0.09,0.09,0.09,0.01,0.01,0.01,0,0,0,0.01,0.22,0.16,0,0.22,0.16,0.04,0.17,0.16
DNAJB1,0.06,0.06,0.06,0.04,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0,0,0,0,0.17,0.18,0,0.19,0.16,0.02,0.18,0.18
GIPC1,0.07,0.06,0.08,0.03,0.02,0.02,0.06,0.05,0.06,0,0,0,0,0,0,0.01,0.11,0.11,0,0.12,0.09,0.02,0.12,0.1
NDUFB7,0.0952380952380952,0.0952380952380952,0.105882352941176,0.0476190476190476,0.0476190476190476,0.0470588235294118,0.0595238095238095,0.0595238095238095,0.0823529411764706,0.0113636363636364,0.0112359550561798,0.0112359550561798,0,0,0,0.03,0.19,0.15,0.02,0.17,0.16,0.05,0.09,0.09
PKN1,0.1,0.1,0.1,0.04,0.04,0.05,0.1,0.1,0.1,0.04,0.03,0.03,0,0,0,0.02,0.26,0.24,0,0.25,0.19,0.05,0.25,0.24
PTGER1,0.06,0.04,0.05,0.06,0.05,0.05,0.05,0.03,0.04,0.01,0.01,0.01,0,0,0,0,0.2,0.17,0,0.2,0.17,0.03,0.15,0.14
TECR,0.05,0.05,0.05,0.04,0.03,0.03,0.04,0.03,0.03,0,0,0,0,0,0,0,0.09,0.08,0,0.06,0.05,0.03,0.07,0.09
ZNF333,0.09,0.09,0.09,0.05,0.05,0.07,0.07,0.07,0.07,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.2,0.18,0,0.22,0.19,0.02,0.19,0.17
