Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.16,0.16,0.16,0.12,0.11,0.13,0.15,0.15,0.16,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.54,0.51,0,0.44,0.41,0.05,0.39,0.36
ADGRE3,0.12,0.09,0.13,0.07,0.08,0.1,0.11,0.09,0.1,0.02,0.02,0.02,0,0,0.01,0.02,0.4,0.39,0,0.35,0.36,0.05,0.3,0.33
ADGRE5,0.13,0.13,0.14,0.07,0.07,0.13,0.13,0.13,0.14,0,0,0,0,0.01,0.01,0,0.49,0.45,0,0.41,0.37,0.03,0.39,0.36
CLEC17A,0.12,0.13,0.15,0.06,0.07,0.07,0.09,0.1,0.13,0.01,0.01,0.02,0,0,0,0,0.26,0.31,0,0.28,0.28,0.03,0.23,0.22
DDX39A,0.09,0.09,0.13,0.07,0.07,0.07,0.09,0.09,0.12,0.02,0.02,0.02,0,0,0,0.02,0.34,0.34,0,0.3,0.29,0.02,0.22,0.24
DNAJB1,0.15,0.15,0.16,0.13,0.13,0.13,0.14,0.14,0.16,0,0,0,0,0,0,0.03,0.23,0.2,0.01,0.25,0.22,0.05,0.16,0.14
GIPC1,0.13,0.12,0.14,0.11,0.11,0.12,0.13,0.12,0.14,0.01,0.01,0.01,0,0,0,0.01,0.28,0.24,0.01,0.29,0.23,0.02,0.28,0.25
NDUFB7,0.161290322580645,0.161290322580645,0.161290322580645,0.119565217391304,0.130434782608696,0.150537634408602,0.129032258064516,0.118279569892473,0.129032258064516,0.010752688172043,0.010752688172043,0.010752688172043,0,0,0,0.01,0.17,0.16,0.01,0.17,0.15,0.01,0.16,0.18
PKN1,0.08,0.08,0.1,0.09,0.08,0.09,0.08,0.08,0.1,0.03,0.03,0.03,0,0,0.01,0.02,0.48,0.46,0,0.42,0.37,0.03,0.44,0.41
PTGER1,0.06,0.06,0.07,0.07,0.05,0.05,0.05,0.05,0.07,0,0,0,0,0,0,0,0.31,0.26,0,0.33,0.27,0.02,0.26,0.27
TECR,0.12,0.12,0.14,0.1,0.1,0.13,0.12,0.12,0.14,0,0,0,0,0,0,0,0.29,0.29,0,0.28,0.23,0.04,0.28,0.3
ZNF333,0.14,0.12,0.14,0.07,0.07,0.09,0.14,0.12,0.14,0.04,0.04,0.04,0,0,0,0.01,0.5,0.46,0,0.46,0.43,0.02,0.38,0.33
