Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.11,0.09,0.11,0.08,0.11,0.13,0.11,0.09,0.11,0.03,0.03,0.03,0.03,0.03,0.06,0.01,0.36,0.34,0,0.35,0.28,0.05,0.32,0.28
ADGRE3,0.08,0.08,0.1,0.05,0.05,0.08,0.07,0.07,0.1,0.02,0.02,0.02,0.07,0.07,0.07,0.01,0.28,0.23,0,0.29,0.25,0.05,0.22,0.2
ADGRE5,0.08,0.08,0.11,0.07,0.06,0.09,0.08,0.08,0.1,0.04,0.04,0.04,0.02,0.02,0.03,0,0.37,0.25,0,0.34,0.27,0.02,0.26,0.22
CLEC17A,0.09,0.1,0.13,0.07,0.06,0.1,0.09,0.1,0.12,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.23,0.22,0,0.21,0.17,0.03,0.24,0.2
DDX39A,0.12,0.12,0.17,0.09,0.06,0.12,0.12,0.12,0.17,0.03,0.04,0.04,0.03,0.03,0.04,0.02,0.2,0.19,0,0.23,0.22,0.04,0.18,0.18
DNAJB1,0.06,0.06,0.05,0.05,0.04,0.05,0.06,0.06,0.05,0.03,0.03,0.03,0.02,0.02,0.03,0,0.25,0.2,0,0.22,0.19,0.03,0.2,0.15
GIPC1,0.08,0.07,0.09,0.05,0.05,0.06,0.07,0.06,0.09,0.05,0.05,0.05,0.03,0.03,0.04,0.02,0.27,0.24,0.03,0.29,0.27,0.04,0.19,0.17
NDUFB7,0.0957446808510638,0.0851063829787234,0.104166666666667,0.0860215053763441,0.0752688172043011,0.0833333333333333,0.0531914893617021,0.0531914893617021,0.0833333333333333,0,0,0,0.01,0.01,0.01,0.03,0.19,0.14,0.01,0.17,0.13,0.06,0.14,0.1
PKN1,0.13,0.12,0.16,0.11,0.11,0.15,0.12,0.11,0.15,0.04,0.04,0.04,0.05,0.06,0.06,0.04,0.45,0.38,0,0.4,0.38,0.08,0.36,0.34
PTGER1,0.08,0.08,0.09,0.07,0.05,0.08,0.08,0.08,0.09,0.03,0.03,0.03,0.02,0.02,0.04,0.03,0.19,0.19,0.02,0.24,0.21,0.05,0.11,0.13
TECR,0.06,0.05,0.08,0.05,0.05,0.06,0.06,0.05,0.07,0,0,0,0.01,0.01,0.01,0.02,0.21,0.15,0.04,0.23,0.13,0.04,0.16,0.12
ZNF333,0.05,0.05,0.07,0.03,0.02,0.03,0.05,0.05,0.07,0.04,0.04,0.04,0.05,0.05,0.07,0.02,0.38,0.35,0,0.33,0.3,0.04,0.35,0.28
