Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.11,0.1,0.1,0.08,0.08,0.09,0.11,0.1,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.07,0.28,0.18,0.03,0.3,0.12,0.05,0.28,0.24
ADGRE3,0.11,0.11,0.1,0.06,0.06,0.06,0.1,0.09,0.1,0.06,0.07,0.07,0.01,0.01,0,0.04,0.3,0.18,0.03,0.31,0.16,0.04,0.29,0.2
ADGRE5,0.07,0.08,0.09,0.04,0.03,0.03,0.07,0.08,0.09,0.02,0.02,0.02,0.03,0.04,0.04,0.03,0.31,0.16,0.01,0.29,0.19,0.04,0.24,0.18
CLEC17A,0.12,0.12,0.12,0.07,0.08,0.09,0.12,0.12,0.12,0.01,0.01,0.01,0,0,0.01,0.03,0.23,0.15,0.03,0.23,0.15,0.01,0.17,0.14
DDX39A,0.07,0.07,0.07,0.04,0.04,0.06,0.07,0.07,0.07,0.03,0.03,0.03,0.01,0.01,0.01,0.04,0.26,0.2,0,0.25,0.2,0.05,0.21,0.21
DNAJB1,0.06,0.06,0.08,0.07,0.06,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.12,0.09,0.01,0.12,0.11,0,0.14,0.07
GIPC1,0.07,0.06,0.06,0.04,0.02,0.05,0.06,0.04,0.05,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.3,0.15,0,0.3,0.21,0.05,0.21,0.12
NDUFB7,0.141176470588235,0.141176470588235,0.176470588235294,0.0609756097560976,0.0609756097560976,0.0975609756097561,0.0705882352941176,0.0588235294117647,0.0823529411764706,0,0,0,0.02,0.02,0.02,0.03,0.16,0.12,0.01,0.17,0.13,0.01,0.15,0.11
PKN1,0.11,0.12,0.11,0.07,0.07,0.08,0.11,0.12,0.1,0.09,0.09,0.09,0,0,0.01,0.04,0.31,0.2,0.03,0.26,0.18,0.04,0.26,0.16
PTGER1,0.08,0.08,0.09,0.06,0.06,0.07,0.06,0.07,0.06,0.02,0.02,0.02,0.01,0.01,0,0.04,0.22,0.1,0.03,0.29,0.16,0.03,0.15,0.07
TECR,0.121212121212121,0.121212121212121,0.131313131313131,0.101010101010101,0.0707070707070707,0.111111111111111,0.111111111111111,0.101010101010101,0.131313131313131,0.02,0.02,0.02,0.04,0.04,0.04,0.05,0.17,0.09,0.05,0.24,0.09,0.01,0.14,0.08
ZNF333,0.09,0.1,0.1,0.06,0.06,0.07,0.08,0.09,0.09,0.05,0.05,0.05,0.01,0.01,0.02,0.01,0.31,0.19,0,0.27,0.15,0.04,0.27,0.21
