Gene,prox_ext,prox_ext_adj_Ncc,prox_ext_adj_Neff,proxW_ext,proxW_ext_adj_Ncc,proxW_ext_adj_Neff,prox2_ext,prox2_ext_adj_Ncc,prox2_ext_adj_Neff,prox2_all,prox2_all_adj_Ncc,prox2_all_adj_Neff,iecat_all,iecat_all_adj_Ncc,iecat_all_adj_Neff,skato_int,skato_ext,skato_all,skat_int,skat_ext,skat_all,burden_int,burden_ext,burden_all
ADGRE2,0.12,0.11,0.14,0.08,0.08,0.08,0.11,0.1,0.13,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.3,0.21,0.02,0.26,0.19,0.07,0.27,0.21
ADGRE3,0.13,0.13,0.14,0.11,0.11,0.14,0.12,0.12,0.13,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.26,0.19,0.01,0.25,0.2,0.05,0.17,0.15
ADGRE5,0.14,0.15,0.16,0.07,0.08,0.09,0.13,0.14,0.15,0.05,0.05,0.05,0.03,0.03,0.04,0.02,0.33,0.22,0,0.28,0.14,0.03,0.24,0.22
CLEC17A,0.08,0.09,0.09,0.08,0.08,0.1,0.07,0.08,0.09,0.03,0.03,0.03,0.02,0.02,0.03,0.06,0.17,0.16,0.05,0.2,0.14,0.04,0.18,0.16
DDX39A,0.09,0.08,0.12,0.07,0.06,0.08,0.08,0.07,0.11,0.06,0.06,0.06,0.01,0.01,0.01,0.09,0.25,0.16,0.07,0.21,0.19,0.06,0.21,0.14
DNAJB1,0.08,0.08,0.08,0.04,0.04,0.05,0.07,0.07,0.08,0.02,0.02,0.02,0.05,0.04,0.04,0.02,0.22,0.17,0.01,0.21,0.18,0.03,0.17,0.13
GIPC1,0.03,0.03,0.05,0.03,0.04,0.05,0.03,0.03,0.05,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.21,0.13,0.04,0.25,0.17,0.03,0.2,0.11
NDUFB7,0.1,0.1,0.0957446808510638,0.0786516853932584,0.0786516853932584,0.074468085106383,0.0444444444444444,0.0444444444444444,0.0531914893617021,0,0,0,0.01,0.01,0.02,0.03,0.13,0.09,0.02,0.13,0.09,0.07,0.13,0.13
PKN1,0.11,0.11,0.13,0.11,0.11,0.11,0.11,0.11,0.13,0.05,0.05,0.05,0.03,0.03,0.04,0.03,0.29,0.28,0.02,0.3,0.26,0.05,0.27,0.23
PTGER1,0.11,0.1,0.11,0.02,0.03,0.04,0.1,0.09,0.11,0.04,0.04,0.04,0.02,0.02,0.02,0.03,0.16,0.1,0.02,0.19,0.14,0.06,0.11,0.08
TECR,0.06,0.05,0.05,0.03,0.03,0.04,0.05,0.04,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.18,0.16,0.03,0.23,0.18,0.06,0.17,0.13
ZNF333,0.09,0.08,0.1,0.05,0.06,0.11,0.09,0.08,0.1,0.01,0.01,0.01,0.04,0.04,0.07,0.04,0.23,0.17,0.02,0.19,0.13,0.05,0.25,0.19
